Season,Team,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR
2024,CLE,754,161,1428,8.886555434914927,3.1008406198426552,1.1281513637232425,0.2763088313061872,0.75717844,0.412827691,0.114450127,93.34587616384557,3.6050423466463393,,3.980905623112968,4.007363011619793,13.77061990974471
2012,PIT,645,162,1433.1,7.484651622605545,3.076744375,0.9606977334384634,0.2855110267963007,0.72595065,0.466273584,0.110230547,92.99353840288775,3.911860705438972,,3.9386381934054064,3.972776765272159,13.748964064288884
2023,BOS,676,162,1430,8.955944617383993,3.127972224061732,1.3090909911566202,0.30528177912560023,0.71562647,0.439302156,0.137839628,94.62124880871313,4.518881402165641,,4.372522947033545,4.2263046138887415,13.73352010245435
2013,PHI,628,162,1436.1,7.512880618,3.1705734718348464,0.9524252326460408,0.3057755006986493,0.70541699,0.444856348,0.100728959,92.21687851509039,4.3360411907306595,,3.9404049228072333,3.9999491737587407,13.717072542291135
2015,TOR,631,162,1441,6.976405893958825,2.4795283257848286,1.0804997490195853,0.2784332232184993,0.72695941,0.436538902,0.110261312,91.82724774695943,3.809854606369636,,4.093344008763062,4.139376330497528,13.68346063233912
2017,KCR,700,162,1437.2,7.612335300465948,3.249014819853476,1.2269882556672087,0.30318772136953953,0.70921986,0.436616507,0.119731215,92.87746145,4.632506679559869,,4.429840102159064,4.682962709571239,13.678543276153505
2010,OAK,585,162,1431.2,6.726426550290574,3.2186265362138076,0.9618161328920167,0.27418593676262387,0.75054519,0.460642757,0.097142857,91.64340034,3.5832365735192777,,4.124873931895642,4.0790903484717855,13.678254989907146
2016,OAK,654,162,1433.1,7.459535213258914,2.9134885008014613,1.1616279582936861,0.2992717876438807,0.70711785,0.462292093,0.125084516,93.01192734039628,4.514651362233299,,4.242606942890694,4.283367529,13.66950630559586
2011,COL,679,162,1447.2,6.950495592850392,3.2452224503290736,1.0941746192680402,0.2976327281084808,0.70600691,0.461225412,0.116094986,93.00333905769466,4.438867489530573,,4.242517396356537,3.9775987130169113,13.576796658569947
2021,COL,704,161,1397,8.175376352234325,3.472441177190151,1.2627058826146003,0.30198642192607494,0.69755306,0.447990255,0.142961342,94.47565958469377,4.8253403371343655,,4.469962627,4.377579282,13.57354881
2014,SEA,659,162,1452,8.163224110277008,2.869835051676731,0.8491736545998103,0.2754057428214732,0.7682958,0.45398773,0.098561151,92.08183203361035,3.1735540960226487,,3.608836247311575,3.565435249123685,13.572355141863227
2010,LAA,572,162,1449.1,7.017019696495999,3.5085098482479995,0.9190432876826617,0.2920009168003667,0.72899551,0.426214689,0.085499711,92.61799950441039,4.042548515414952,,4.110731166285744,4.241802906276907,13.538793129846454
2012,MIA,645,162,1440.2,6.9530312132031105,3.0923184640930277,0.8308653650997427,0.29954441913439633,0.70316812,0.45004562,0.092169092,92.17346085340748,4.104349961432564,,3.8947760432021674,4.165265920131436,13.503164079040289
2018,OAK,740,162,1465.2,7.595861180292853,2.910621018155871,1.1298613235035448,0.26957359672368103,0.73518189,0.435825105,0.121854304,92.57202235558431,3.8194225174956786,,4.183174404236386,4.252725554843087,13.46363096870482
2019,CHW,697,161,1412.2,8.358660460626808,3.707881393357319,1.5162813945344362,0.30181086519114686,0.71297042,0.43162188,0.158878504,94.44460491,4.905616276434941,,4.890979888243992,4.8101613899383375,13.217171839438379
2021,KCR,718,162,1417.1,8.534337605955743,3.7528225633332175,1.2001412258375264,0.30093884800811976,0.70318703,0.422195121,0.126,93.96636088667438,4.641816063953607,,4.389225209032148,4.5229574819631395,13.210260808235034
2024,MIL,681,162,1446,8.545643807311395,3.0746890319095623,1.219917105777883,0.2767789313750317,0.76688287,0.40896839,0.12173913,93.51300145942002,3.6473031836012217,,4.187226744348839,4.108619223824048,13.196041072456865
2016,COL,695,162,1429.1,7.700793578828158,3.4442633586418663,1.1396922630972173,0.31654170571696344,0.67999578,0.490917452,0.141075604,93.68793728680329,4.917677665629429,,4.376504519445172,4.225361146882566,13.134862009203061
2015,OAK,649,162,1444.2,7.344947713894822,2.9529306330671297,1.0715275714927137,0.28900375939849626,0.70978481,0.449701423,0.11360634,92.74713436764534,4.1615140567275155,,4.131055785220284,4.129789401254209,13.034633229253814
2023,ARI,709,162,1435.1,8.471203943,3.291918630670663,1.2352532766516584,0.2960542849962302,0.70984332,0.416747104,0.127014829,93.17748048189941,4.483279658913379,,4.354436676787716,4.356769633657336,13.030794953461736
2021,STL,718,162,1417,7.780522999988967,3.861679986933299,0.9654199967333248,0.2721327967806841,0.73211994,0.437239007,0.107877927,93.38935162570854,3.9950603812188246,,4.302708899336183,4.662614535772027,13.015751489903778
2022,SEA,698,162,1447,8.651693694253227,2.7802351411439195,1.156876367455859,0.2793138760880696,0.76138457,0.397629044,0.112048192,93.81995095421337,3.588804645279735,,3.903723379642275,3.930961260093251,12.968841846100986
2014,BAL,641,162,1461.1,7.230383600175979,2.9069344627624036,0.929972678,0.2803672316384181,0.77034184,0.438340287,0.098051948,92.92322853956979,3.436587775892842,,3.9588945488383014,3.9180930911412877,12.916389207355678
2019,ARI,719,162,1465,8.766553689273293,3.1699661553363834,1.3515359577015589,0.29463171036204744,0.73952096,0.431363088,0.151515151,92.46175421663244,4.245051576,,4.401722893082105,4.421058690449433,12.86171172
2014,CIN,590,162,1446,8.029046305404892,3.1556019200312253,1.0145229052565872,0.2771173848439822,0.76451098,0.450707662,0.115849324,94.00997526325463,3.5850625363668356,,4.008462476058324,3.745663730873794,12.83713922
2010,CIN,664,162,1453,6.999312583038684,3.245698932311744,0.9786649452390372,0.2884259259259259,0.73599727,0.429481346,0.093601895,92.37179196969839,4.019959173798324,,4.1212011161610755,4.126330715418386,12.807655431330204
2024,TBR,704,162,1440.2,8.783434210303653,2.779963174669364,1.224433218506057,0.27877237851662406,0.74461094,0.393999016,0.116458704,94.36718434641668,3.779500495898798,,4.045239673204007,4.042956111,12.796118053607643
2014,NYM,651,162,1463.2,8.012070716630252,3.1298112008939354,0.8670007452378092,0.294936405,0.75710326,0.457986193,0.099016853,93.39831006106557,3.492598746773586,,3.749879177083275,3.7000073904339312,12.724458979908377
2021,SDP,786,162,1430,9.547553237497105,3.247552716248191,1.2902098969590683,0.2873224336638971,0.73571877,0.428460943,0.143356643,94.38157821856528,4.097203136196846,,4.177027212776558,4.077752967515272,12.661907212808728
2012,CLE,656,162,1442,6.778086419778296,3.389043209889148,1.085991746815307,0.30033898305084744,0.67621406,0.458654906,0.114023591,93.03170589490065,4.7871015506168995,,4.400970901545173,4.386096104805167,12.627252652891912
2016,TEX,641,162,1443,7.197505810539051,3.3305616142355747,1.253638360414514,0.292177191,0.72769953,0.454835039,0.134538152,92.93669958864704,4.384615758066683,,4.578299937,4.491957251297309,12.615432665683329
2019,MIL,750,162,1459.1,9.232298821,3.5153041601552264,1.3876200632191682,0.29212618620159014,0.73138773,0.421546824,0.156033287,93.87724849585071,4.403381000615494,,4.461839665891763,4.423078731,12.497670605778694
2019,ATL,737,162,1450.2,8.642234207489627,3.3998164721495443,1.259421065413061,0.3022332506203474,0.73839662,0.451962436,0.150147928,93.24521921,4.200138232929273,,4.388641930805903,4.4233889598393885,12.409334741067141
2024,ARI,698,162,1443.1,8.187298708365635,2.999307447619094,1.1286375218691393,0.30892942870859336,0.69444444,0.428006513,0.116623711,93.98761558,4.626790283021554,,4.089343608326439,4.084935095054931,12.404939701780677
2018,SDP,697,162,1457,8.641729869985403,3.205902646549266,1.1427591321996422,0.30492285084496695,0.71103527,0.444125388,0.136430678,92.09905006884087,4.410432542651592,,4.099347187095933,3.9858194365976436,12.39114923775196
2015,MIA,648,162,1427,7.265592772889405,3.203924590822758,0.8892782820984427,0.2937812723373838,0.72325233,0.445229681,0.09527027,93.71293884060191,4.036440429383003,,3.9808257776257023,4.226794670503437,12.206848527523107
2014,SDP,643,162,1438.2,8.032438034,2.8901763019512705,0.7319277647798672,0.28874786429094457,0.74869237,0.451770451,0.086410635,92.18682751631583,3.2717796664946204,,3.4638091903078143,3.5698012740270926,12.202916935901158
2024,SFG,726,162,1433.2,9.014648456306787,3.302023041794826,0.9604743828794836,0.3033248081841432,0.71827057,0.483590253,0.114349775,95.12890213885743,4.099279555688254,,3.797728374,3.821490696988977,12.18666833511088
2018,LAA,763,162,1437.1,8.678572747151854,3.4188316882719425,1.283627282226645,0.2939068100358423,0.74060823,0.420845624,0.14089347,92.99776383493908,4.151438478615931,,4.361266637630533,4.179054157090873,12.170187922893092
2015,LAA,680,162,1440.2,7.6277188441711425,2.911152318905612,1.0370199247603684,0.2849952061361457,0.73330923,0.415413533,0.100060277,91.78562676666147,3.9419251356854965,,4.054695115566941,4.256090239,12.164343687123619
2016,KCR,634,162,1440,8.043750523394008,3.2312502102522935,1.2875000837755755,0.29839494163424124,0.75394981,0.442507068,0.134377038,93.83848037616335,4.212500274100669,,4.420866021315607,4.334314588567019,12.059142389334738
2011,STL,630,162,1462,6.759234562,2.7578661965751117,0.837209381,0.29556100825340176,0.71574294,0.476888888,0.092959671,93.23787857990362,3.785910068959138,,3.7463165861762477,3.7941308487298415,12.00851590698585
2018,ARI,735,162,1463,8.907724821892607,3.211210191317639,1.0704033971058797,0.28923311325545964,0.75709779,0.473320158,0.136577708,92.10179900505568,3.727956658885995,,3.914361937849083,3.806472408028097,11.984601200849283
2011,NYM,676,162,1448,6.998619155298562,3.1947515504648853,0.9136740815531871,0.29939448306795247,0.71175142,0.461383026,0.093809827,91.95225382166056,4.189226741271075,,3.999833851217647,4.039581923467503,11.931430144817568
2022,COL,659,162,1425.1,7.495089501647423,3.4034146936714076,1.1618335874499797,0.31187075626317023,0.66849817,0.440996602,0.120973044,93.95782559943717,5.0767076321183895,,4.383712680684563,4.2852387692414275,11.89451886806637
2023,PIT,691,162,1430,8.578322451,3.751049288764136,1.1265735280013094,0.29883055486439414,0.70139504,0.429843561,0.119812583,94.35706397,4.613287129,,4.396299203505847,4.4963744016077785,11.839613660486066
2015,BOS,637,162,1448.1,7.568700752853376,2.9703111328931966,1.1060991248012322,0.3050373134328358,0.71645655,0.441283568,0.11573472,93.11290873,4.3373999388273035,,4.167886190045097,4.137221058645682,11.821464837528765
2011,ARI,625,162,1443.1,6.597228852461418,2.7561201822192314,0.9914549976761489,0.285876993,0.73944497,0.419150858,0.094642857,92.00285972230046,3.797459708080344,,4.020305486804188,4.050452565146882,11.784538742154837
2022,BAL,703,162,1433.1,7.622791576796159,2.7816282277765225,1.073721054062721,0.29644743158905423,0.73195507,0.431791773,0.109056122,93.54055915960319,3.9746516211795457,,4.0305706424341885,4.099095691318431,11.716482458636165
2024,TEX,645,162,1427.2,8.642774609241123,3.3411163697285162,1.248190644,0.28589580686149935,0.72069342,0.412756598,0.123595505,93.66555513702198,4.374971246399227,,4.318009193768554,4.211708085991865,11.71046214364469
2015,DET,666,161,1447,6.841742319230023,3.041465449184983,1.2004147887376313,0.2977064220183486,0.69654858,0.428891879,0.120249221,93.10327672126047,4.639945245586906,,4.456330598384472,4.359203313700332,11.657749225851148
2011,WSN,664,161,1449.1,6.514030075157938,2.9620518072929802,0.8010580359345796,0.2873252142534957,0.73598264,0.445750452,0.081697276,93.18272219232281,3.583027028947693,,3.829894184058966,4.041460644442055,11.557976787909865
2022,MIN,710,162,1437,8.367432739288894,2.931106678134134,1.1524009161894886,0.2848545636910732,0.73289902,0.400289715,0.109589041,92.84612192181031,3.983298819002797,,4.032403230650227,4.097497340483373,11.48356634226002
2017,DET,672,162,1420.1,7.616522514,3.4090591618449393,1.3813659800784326,0.3199345641505025,0.68694173,0.393530997,0.12778429,93.43722453758885,5.360713849295202,,4.725581609420121,4.866846731045311,11.471331356849987
2013,MIN,673,162,1450.1,6.112388437,2.842105486406576,1.0425190430487004,0.30921338548457195,0.70244375,0.436715592,0.101818181,91.24225383529073,4.554815342843726,,4.233788737,4.282159004730522,11.47127209766768
2012,ATL,622,162,1445.1,7.671587249058544,2.889299094,0.9029059668128969,0.28352397176928695,0.75372208,0.471934473,0.107886904,91.97384863757172,3.4185887984846923,,3.742053616056161,3.803166802882675,11.415510175051168
2010,STL,617,162,1453.2,6.773217875958087,2.9532220537769724,0.8234350799839357,0.29167616875712654,0.74023304,0.495354634,0.091850828,92.09178588288655,3.572346174065646,,3.845556335458004,3.8726297253868696,11.40545474132523
2017,SFG,664,162,1452,7.648760958542259,3.0743804176960783,1.1280992661707383,0.30820809248554915,0.71143838,0.425498188,0.114754098,92.70523341628873,4.500000369450308,,4.215491020732948,4.528980571379747,11.402809045277536
2018,MIN,728,162,1443.1,8.586375185773676,3.5729796524679127,1.2346421835752996,0.30229120473022913,0.7235673,0.415891195,0.131648936,92.71117155376234,4.502079073441244,,4.3929952371558745,4.330659738229279,11.396922987420112
2023,LAA,653,162,1431.2,9.083819003559547,3.9981376375528526,1.3138534060511733,0.3017570664629488,0.7061466,0.401903367,0.128536285,94.15422937762942,4.639348390745291,,4.651315191339864,4.631303514971105,11.331337378476746
2013,CHC,651,162,1448,7.359116669150397,3.3563538862679176,0.9944752255608644,0.27884844158934097,0.72807018,0.423593124,0.102827763,92.74472792873516,3.996547312722724,,4.096197009451312,4.127781675534712,11.31324202
