Season,Team,TG,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR
2023,"WSN",162,2305,6085,151,700,665,127,0.069515201,0.188824979,0.141977544,0.29342723,0.253712423,0.313809602,0.395689967,0.3090397032600705,,93.09259839460209,-3.323400803375989,-55.394140560686346,-37.49585176259279,11.361060573007483
2021,"DET",162,2341,5979,179,697,675,88,0.081953503,0.253219601,0.157552083,0.300026788,0.241629464,0.307550335,0.399181547,0.30576997291376834,,92.77382264862639,6.8987986475694925,-46.27070468565754,-45.456712283194065,11.34518736734091
2015,"OAK",162,2349,6171,146,694,661,78,0.076972937,0.181332036,0.144107143,0.287903041,0.250892857,0.312042905,0.395,0.307869359646758,,95.37744757722896,-0.9748627888038754,-34.14443925127637,-60.72121416032314,11.334252907235816
2011,"BAL",162,2262,6156,191,708,684,81,0.073424301,0.181936322,0.156132498,0.287931433,0.256759176,0.316046966,0.412891674,0.3197343563752465,,96.12694258549547,-11.27526143216528,-39.087196421059865,-56.4156568357721,11.315450136166671
2012,"CHC",162,2341,5967,137,613,570,94,0.074912016,0.206971677,0.138236925,0.285503322,0.239696913,0.301603375,0.377933838,0.2969989267100796,,81.35525635360185,-6.044778171926737,-138.89294918378098,64.47100444324315,11.217534107164031
2014,"PHI",162,2282,6198,125,619,584,109,0.071474669,0.210713133,0.121363555,0.292468519,0.242013207,0.302052785,0.363376762,0.2950746170746216,,86.24267329985048,10.58392543089576,-85.53364413346469,-0.6581170922145247,11.135290646652516
2021,"ARI",162,2449,6144,144,679,644,43,0.087402343,0.23844401,0.146110402,0.295035823,0.236290763,0.309102815,0.382401165,0.3006836158675947,,85.78852975316589,-4.738466921953659,-116.27334580008095,20.115722555667162,11.028525234397755
2022,"LAA",162,2327,5977,190,623,600,77,0.075121298,0.257487033,0.156924211,0.289056197,0.23326572,0.297092925,0.390189931,0.30012070078031045,,92.91482186738611,-2.2697146682767197,-50.16007747378513,-34.71443721558899,10.941838810814621
2010,"CLE",162,2255,6165,128,646,601,91,0.08840227,0.192051905,0.130125752,0.29325095,0.248223072,0.321585903,0.378348824,0.3114025777534347,,94.24471683464496,1.313153702300042,-40.74081140860279,-69.39053689688444,10.842200671092012
2021,"SEA",162,2360,6010,199,697,673,64,0.089018302,0.248252911,0.159103641,0.272972972,0.225770308,0.302767589,0.384873949,0.2997861007020151,,93.18248287585881,-7.79745610174723,-58.100992850245625,-40.75011334917508,10.737369797374233
2017,"PHI",162,2308,6133,174,690,654,59,0.080547855,0.231045165,0.159168925,0.303517587,0.24968383,0.314626963,0.408852755,0.3103068584249743,,87.36256843624749,-13.011976772064372,-112.93845042358754,9.664189787581563,10.734077568980435
2013,"MIN",162,2332,6212,151,614,590,52,0.085801674,0.230199613,0.138030194,0.297633872,0.241912293,0.312408995,0.379942487,0.30676624089397214,,90.52688325796615,1.2408113833516836,-66.06796310267974,-35.4260707963258,10.663456597654507
2012,"MIA",162,2269,6057,137,609,576,149,0.079907544,0.20274063,0.137943719,0.289396887,0.24406842,0.307871914,0.382012139,0.30021583825600245,,86.87994850509337,2.4548458545468748,-92.91204658126452,9.406501221470535,10.552605377412338
2017,"PIT",162,2371,6136,151,668,635,67,0.08458279,0.197685788,0.141810187,0.286268801,0.24386222,0.318069916,0.385672407,0.3043434232778584,,85.1113254546923,-0.9621265191381099,-118.70822257898465,13.399749342352152,10.541897984365288
2018,"CHW",162,2348,6071,182,656,639,98,0.070004941,0.26255971,0.160239,0.30431331,0.241173275,0.301521667,0.401412275,0.3039873088521521,,91.72770399906695,-1.3822223968745675,-61.6821714044933,-43.852034298703074,10.457509863490648
2020,"SFG",60,974,2259,81,299,290,19,0.086321381,0.2208942,0.187221397,0.31060606,0.26349678,0.334516415,0.450718177,0.3366778241876821,,111.88453283680437,-4.8117209523916245,29.233657872695773,-7.955533311702311,10.136118768636562
2013,"SEA",162,2237,6172,188,624,597,49,0.085709656,0.219215813,0.152392947,0.279357231,0.23713566,0.305564594,0.389528607,0.30678781013099515,,95.16634389348961,-6.917694972362369,-41.145846836246676,-64.0839081555605,10.120993591524629
2017,"TEX",162,2268,6122,237,799,756,113,0.088859849,0.24387455,0.185635359,0.291254346,0.244198895,0.320150968,0.429834254,0.32123256026913727,,89.93847647179412,-0.32126198953483254,-76.75958341108529,-24.81795433163643,9.999151298451745
2024,"WSN",162,2353,5971,135,660,621,223,0.076369117,0.204320884,0.131745441,0.288494703,0.243021957,0.308766616,0.374767398,0.30018304781743343,,92.05290507860346,6.511212904937565,-50.23237017437697,-52.82044957578182,9.910136801236352
2015,"ATL",162,2340,6034,100,573,548,69,0.078057673,0.183460391,0.108302583,0.297125353,0.251107011,0.314448541,0.359409594,0.2957043395751199,,84.02293141411123,-2.717781649902463,-115.54785944927474,22.449306894093752,9.902656714161697
2023,"MIA",162,2420,6043,166,666,633,86,0.07115671,0.212973688,0.145897763,0.307937285,0.258868473,0.316375727,0.404766236,0.312173346502679,,92.17875207979304,-4.470873867627233,-63.023597925958796,-43.821651726961136,9.827127071434774
2012,"PIT",162,2360,6014,170,651,620,73,0.073827735,0.225141336,0.152439025,0.290617848,0.242609016,0.30376344,0.395048041,0.30361196298051524,,90.62537951575365,-0.2679193243384361,-67.84258808074772,-21.551365261897445,9.798620313331227
2015,"COL",162,2436,6071,186,737,702,97,0.063910393,0.211332564,0.166905958,0.312545322,0.265434314,0.31524805,0.432340272,0.32086759629257544,,86.52341723950487,4.704332083463669,-91.87531997133576,-4.1674202852882445,9.711470044978716
2012,"SEA",162,2236,6057,149,619,584,104,0.076935776,0.207858675,0.135056425,0.275661247,0.233891518,0.295601659,0.368947943,0.29122410778162244,,87.34778280429471,0.13369328482076526,-89.63880524023226,-21.946314603090286,9.696208571790978
2019,"CHW",161,2311,6042,182,708,676,63,0.062562065,0.256372062,0.153011394,0.329242819,0.26098752,0.314238134,0.413998914,0.3091487058392354,,91.63414315968134,-2.4944603252224624,-67.45271898314417,-52.655129589140415,9.584934597729587
2018,"TEX",162,2300,6163,194,737,696,74,0.090053545,0.240791822,0.164313222,0.292465213,0.239867962,0.318270799,0.404181184,0.3145892829200119,,88.58518281510369,1.6342612177832052,-82.96208347504195,-34.81606485147495,9.520226869349482
2021,"COL",161,2344,6007,182,739,709,76,0.081737972,0.22573664,0.165426126,0.298553719,0.248976553,0.316663869,0.414402679,0.31498130075853215,,80.47884292817858,1.5969606485014083,-148.1050235687518,40.704168973024935,9.440186453513157
2022,"COL",162,2265,6105,149,698,669,45,0.074201474,0.217854217,0.143501805,0.306998293,0.254151624,0.315392189,0.397653429,0.31240514846595785,,87.66703895993976,-0.4115597899071872,-87.88967026015081,-32.26084132492542,9.43300945079868
2010,"KCR",162,2190,6209,121,676,640,115,0.075857626,0.14575616,0.125624554,0.305117685,0.273733047,0.331007626,0.399357601,0.32267947494498134,,98.17381544933917,-28.39841116219759,-42.061829680521285,-84.11742359399796,9.336817716184992
2022,"KCR",162,2372,6010,138,640,613,104,0.076539101,0.214143094,0.135552694,0.293145956,0.24406842,0.306395057,0.379621114,0.30156207277957353,,91.11268820510456,0.8314318661578,-59.54311381336023,-42.73946958128363,9.223668540128077
2017,"SDP",162,2342,5954,189,604,576,89,0.077258985,0.25176352,0.159820761,0.286949473,0.233569828,0.298881735,0.393390589,0.2975304581425053,,81.84878360358164,6.848409351543523,-132.52325299629226,20.225956210808363,9.222764853931094
2019,"TEX",162,2273,6204,223,810,765,131,0.0860735,0.25435203,0.182851985,0.304255881,0.24801444,0.319320937,0.430866425,0.3172318134544463,,87.62781321421629,8.962802930385806,-89.79467625424437,-39.97414172440767,9.216367957569688
2011,"CLE",162,2287,6142,154,704,671,89,0.080429827,0.206610224,0.145943002,0.296924194,0.250499183,0.317296678,0.396442185,0.3142374702394646,,98.78236309891952,0.42461881530471146,-8.522200560798968,-106.70744256209582,9.18004578772107
2019,"SFG",162,2493,6170,167,678,655,47,0.076985413,0.232576985,0.152894784,0.289873102,0.238752464,0.302147738,0.391647248,0.2947973391296817,,82.17912056523083,-10.778416523065971,-156.4631478153991,53.353203241713345,9.105726821520438
2020,"NYY",60,878,2210,94,315,301,27,0.11357466,0.21719457,0.2,0.280325443,0.246997389,0.341640235,0.446997389,0.3405720136795772,,116.8517024002403,-0.25725438308290904,45.62218803388202,-13.165556657128036,9.064504897296754
2020,"MIN",60,882,2168,91,269,258,14,0.085793357,0.243542435,0.185854414,0.283033033,0.241610738,0.315327793,0.427465152,0.31917241844359406,,103.00590539127356,-7.779727043118328,0.22905434713691264,-2.0647035664878786,9.050964648649572
2020,"TBR",60,946,2261,80,289,274,48,0.107474568,0.268907563,0.186835443,0.299769408,0.237974683,0.327876106,0.424810126,0.325133465650822,,110.59458640016265,3.9863626859150827,33.49618849676137,-3.8296063175657764,8.929489845563735
2010,"BAL",162,2240,6109,133,613,577,76,0.069405794,0.172859715,0.126935542,0.296371882,0.259272596,0.315616258,0.386208138,0.3099895629930141,,87.45046514047861,-20.99501364119351,-111.82694906602421,-15.09577777609229,8.898585545230361
2021,"MIA",162,2436,5928,158,623,594,106,0.075910931,0.261977058,0.139491399,0.296154895,0.232610321,0.298489733,0.37210172,0.29147580249746724,,79.54603683643735,10.461023635682068,-144.28483572911344,34.02326415292919,8.887541026373974
2015,"PHI",162,2321,6053,130,626,586,88,0.063935238,0.210474145,0.133116296,0.299470389,0.248507867,0.302550425,0.381624163,0.2983105795342381,,86.08281268851131,-1.9060724917799234,-100.27447287009198,-3.906367694027722,8.788655254847665
2015,"CHW",162,2265,6070,136,622,595,68,0.066556836,0.202800658,0.130489789,0.296216987,0.249593348,0.306342109,0.380083137,0.29972324674264605,,88.78211861518737,-15.223173276986927,-94.2711232459371,-21.55274206958711,8.75939280523096
2024,"CIN",162,2380,5970,174,699,663,207,0.083082077,0.244388609,0.157183099,0.282730923,0.230985915,0.304654679,0.388169014,0.3034473749461758,,87.43254629979447,15.670508422801504,-74.12857490951511,-40.326523698400706,8.729093158522671
2013,"PHI",162,2310,6014,140,610,578,73,0.06933821,0.200365813,0.135447214,0.293336552,0.248350439,0.306362262,0.383797653,0.302856691609854,,89.0441983325334,-7.363744969014078,-81.9487861592504,-19.533217592164874,8.569861550628385
2012,"CLE",162,2339,6195,136,667,635,110,0.089588377,0.175464083,0.130678733,0.287721723,0.250678733,0.323567497,0.381357466,0.30997619153038275,,96.68036349252952,-13.556875492911786,-37.736683937099585,-89.35542452335358,8.558750822350715
2017,"SFG",162,2372,6137,128,639,612,76,0.076095812,0.196187062,0.131507837,0.293608054,0.24896415,0.308712741,0.380471987,0.29638774166352316,,82.68551585432725,-3.340608061495004,-140.01834654961667,14.431408796459436,8.527079676613344
2018,"KCR",162,2184,6063,155,638,606,117,0.070427181,0.216064654,0.146412353,0.292892156,0.245231607,0.305348567,0.39164396,0.3026665949342736,,87.42212047182326,-1.2574540236964822,-92.69718386685707,-32.951586009934545,8.358833665447145
2016,"SDP",162,2355,6000,177,686,654,125,0.074833333,0.25,0.15501015,0.290629962,0.235283262,0.298892988,0.390293412,0.29732477524275724,,84.23387257287017,8.936879836619482,-108.12232835018492,-2.830468989908695,8.167337023380753
2020,"CHC",60,908,2214,74,265,248,24,0.1034327,0.256549232,0.166840458,0.269976726,0.220020855,0.317811934,0.386861313,0.30855799619576846,,91.91578692797776,5.133988380432129,-17.78025774348951,4.824251092970371,8.165264855068633
2022,"WSN",162,2347,5998,136,603,579,75,0.07369123,0.203567855,0.12881855,0.295333009,0.248619801,0.310229365,0.377438351,0.3027269239494453,,94.58900610096474,-14.596567489672452,-52.30425258437976,-76.3143029846251,8.157462172328367
2017,"TOR",162,2455,6154,222,693,661,53,0.088072798,0.215632109,0.171849427,0.275533249,0.240043644,0.312224579,0.411893071,0.31157219707234807,,92.59362739340992,-12.500686478725811,-69.26539829480217,-52.30402032495476,8.114539242855578
2022,"MIA",162,2384,5949,144,586,554,122,0.073289628,0.240208438,0.133456905,0.284344219,0.230027803,0.294256358,0.363484708,0.2904279939723525,,83.17573648348522,5.027339929249138,-111.25838290783214,-17.02601165883243,8.0155830082492
2020,"OAK",60,865,2201,71,274,264,26,0.108132666,0.238073602,0.170859539,0.270535041,0.225366876,0.321509777,0.396226415,0.3137490699914986,,103.09800121076002,4.790007108356804,12.867068636306318,-11.292986784130335,8.012657261165177
2019,"KCR",162,2269,6080,162,691,655,117,0.075,0.231085526,0.154112082,0.300679929,0.24672489,0.309102924,0.400836972,0.30183702397220097,,84.00381300248107,8.576290814671665,-115.93285994288662,-24.767570339376107,7.718476166997217
2020,"LAA",60,890,2308,85,294,285,21,0.103552859,0.212305025,0.182178218,0.284347231,0.248019801,0.332319721,0.430198019,0.32907059287235024,,106.45869259138654,0.17189078801311553,18.535688299768715,-24.507345087826252,7.66087121865656
2016,"PHI",162,2348,5992,161,610,575,96,0.070761014,0.229639519,0.144276776,0.291571173,0.240338608,0.300706357,0.384615384,0.29599338785033125,,81.26813026941497,3.004441592092917,-135.35510886260582,18.679765600711107,7.556089954355993
2018,"SFG",162,2412,6113,133,603,573,77,0.073286438,0.239980369,0.128857607,0.299020838,0.238946038,0.299506578,0.367803645,0.28956524891569124,,81.61952385778021,2.717032751534134,-134.82873525965312,19.88268381357193,7.435969470206194
2011,"PIT",162,2444,6064,107,610,580,108,0.080639841,0.215699208,0.123224498,0.30074074,0.244419848,0.308617234,0.367644346,0.29890974688213784,,87.50123361179398,-15.163041721563786,-103.10058399778184,-13.580096535384655,7.292048556943644
2011,"OAK",162,2229,6104,114,645,612,117,0.083387942,0.179226736,0.124724871,0.282724947,0.243947175,0.311305207,0.368672046,0.30148509692735775,,89.40589634481005,-6.494568079244345,-82.17030841045329,-49.855004124343395,7.271194904927691
2021,"PIT",162,2393,5983,124,609,570,60,0.088417182,0.221962226,0.127811094,0.289977046,0.23631934,0.309023693,0.364130434,0.2942669069724761,,80.46529025535288,-2.663333561096806,-152.10197470214945,22.8872404769063,7.1720477707528385
2020,"KCR",60,940,2200,68,248,237,49,0.078181818,0.239545454,0.158450704,0.297220242,0.243963782,0.308500914,0.402414486,0.30802034780689996,,90.40595047734388,-0.1388981775380671,-26.417900053942567,0.9403313649818301,6.887859824771905
2020,"STL",58,827,2011,51,240,231,18,0.101939333,0.237195425,0.136986302,0.289516129,0.234018264,0.323030907,0.371004566,0.3063637197940158,,93.49349028364665,-4.385478247015271,-21.103452465397762,3.8362782523036003,6.8817744595266435
2020,"BOS",60,884,2304,81,292,278,31,0.081163194,0.236545138,0.180028804,0.321282401,0.2650024,0.330434782,0.445031204,0.33291882068490897,,105.13479900008505,-0.6823483807966113,13.891961499472455,-7.017850605305284,6.827720547168947
2020,"PHI",60,875,2223,82,306,289,35,0.103013945,0.215924426,0.18275154,0.299426934,0.256673511,0.341760722,0.439425051,0.33614575575567907,,108.32806736327971,5.516903432551771,29.1710449070207,-20.495206410763785,6.786417271476563
2012,"HOU",162,2421,6014,146,583,545,105,0.07698703,0.226970402,0.135380063,0.287824758,0.235990382,0.301611278,0.371370445,0.29569601723593403,,82.2730959558482,-16.94949692953378,-144.43018574336844,26.001403532922268,6.75650233189543
2020,"CLE",60,869,2247,59,248,234,25,0.10636404,0.230084557,0.14446146,0.276626161,0.227667177,0.316800714,0.372128637,0.3032775538887632,,90.21550508279641,-3.179476571327541,-30.264147349046848,1.0920337367570028,6.728626708365815
2024,"MIA",162,2451,6048,150,637,611,125,0.066633597,0.23313492,0.133828323,0.29902573,0.243933357,0.299784089,0.37776168,0.2957563334063229,,86.03326482465185,-3.4396791376711917,-104.55896072041543,-32.243139102705754,6.689634882769895
2025,"NYY",21,306,806,35,122,117,17,0.104218362,0.243176178,0.204285714,0.304621848,0.257142857,0.345341614,0.461428571,0.3521963811843434,,133.4418159969761,-0.5722064469009638,29.45873998347736,6.113930054008961,6.624400229435484
2020,"HOU",60,860,2229,69,279,268,22,0.086137281,0.197397936,0.167670683,0.273395721,0.239959839,0.312162162,0.407630522,0.3113659696169954,,96.62881822359789,1.9520905278623104,-7.304995839743553,-7.46738164126873,6.522841054892156
2025,"CHC",23,333,927,34,143,140,29,0.102481121,0.201725997,0.197530865,0.301507537,0.26419753,0.345612134,0.461728395,0.35224663887334906,,128.10396351813768,3.1548254173249006,34.12056851150476,-1.417435829527676,6.506380605674743
2023,"OAK",162,2432,5966,171,585,563,149,0.083473013,0.250754274,0.146864997,0.276086956,0.223498399,0.298482293,0.370363396,0.29316750756990834,,87.82062221183307,1.402429096866399,-85.66203461143833,-54.56255626305938,6.440241502751077
2020,"MIL",60,906,2188,75,247,238,15,0.101005484,0.265996343,0.165625,0.278083267,0.2234375,0.313357731,0.3890625,0.3067406452063358,,89.86051155080153,-7.362621875479817,-35.70830059474186,6.087544996291399,6.43382165258005
2024,"PIT",162,2342,6086,160,665,643,106,0.079691094,0.247453171,0.136936279,0.291083462,0.234252327,0.301202834,0.371188606,0.29494564981129817,,85.55920832020556,3.444541874458082,-101.65098587338964,-39.91063693491742,6.328884621195165
2024,"LAA",162,2308,5975,165,635,596,133,0.080669456,0.236987447,0.140377077,0.278667016,0.229046107,0.301174496,0.369423184,0.2956913206463616,,90.03914084810789,-14.258470436907373,-82.35740482795265,-56.225386078469455,6.29803747971158
2021,"BAL",162,2376,5983,195,659,632,54,0.075380244,0.243021895,0.162546125,0.289584429,0.239114391,0.303670186,0.401660516,0.3050349826576528,,90.58072344429523,-6.664628347847611,-75.94915640060772,-67.75613256543875,6.146833740283398
2022,"PIT",162,2340,5912,158,591,555,89,0.080514208,0.253213802,0.141249297,0.277238403,0.222472331,0.29119294,0.363721628,0.2887104355289247,,82.06792915839983,6.721366380472318,-116.64674619257205,-30.3409454934299,5.918178308546579
2013,"CHW",162,2279,6077,148,598,574,105,0.067632055,0.198617739,0.129246809,0.290648496,0.248966385,0.302179656,0.378213194,0.2993954443504774,,84.90385244827122,-12.719986052718014,-117.48576973121979,-23.671939665917307,5.912118517668927
2020,"DET",58,882,2076,62,249,242,19,0.070809248,0.273121387,0.152139461,0.313771517,0.244585314,0.303424987,0.396724775,0.30323703874722413,,91.80307592634627,-3.3981743808835745,-24.361507621528755,-7.244631694629788,5.7639295013909875
2010,"HOU",162,2358,6005,108,611,577,100,0.069109075,0.17069109,0.114820249,0.285188592,0.247248716,0.302917861,0.362068965,0.29520164708370517,,79.24276644700304,-6.4440283589065075,-156.61081299095147,27.24134837836027,5.625853427411629
2016,"OAK",162,2343,6022,169,653,634,50,0.073397542,0.190136167,0.148909091,0.280331753,0.245818181,0.304043934,0.394727272,0.3018853585290192,,89.24634408128958,-9.665253897721414,-87.96242108556963,-62.4408634477295,5.472698191510574
2020,"ARI",60,862,2238,58,269,255,23,0.080875781,0.205987488,0.149724586,0.282478347,0.241362043,0.31247206,0.391086629,0.305651830462572,,87.760787265568,3.0424833791330457,-31.95501995369161,4.529668217524886,5.324393533659413
2025,"ARI",21,301,815,30,117,115,18,0.115337423,0.19386503,0.199426112,0.283236994,0.25394548,0.345679012,0.453371592,0.3485806314436437,,121.32118848576367,2.979240252636373,23.637596612172413,0.8423606175929308,5.27430879472774
2022,"OAK",162,2394,5863,137,568,537,78,0.073852976,0.236909432,0.129845691,0.264328709,0.215844937,0.280698749,0.345690628,0.2773049146407099,,82.35327144796341,3.9152670963667333,-112.55626093544221,-23.392970302142203,5.200514042430571
2020,"TOR",60,910,2263,88,302,288,33,0.089703932,0.224480777,0.18586258,0.297015961,0.255066732,0.324600355,0.440929312,0.32890148699495714,,103.83980508664722,-2.217949828162091,8.486782448156719,-18.306712178047746,5.094511101140985
2019,"BAL",162,2386,6189,213,729,698,84,0.07464857,0.231862982,0.168155826,0.292597239,0.246426018,0.310087577,0.414581844,0.30780851730629777,,88.25802027094966,1.4613096369430423,-91.8520191962712,-79.9988993506413,5.076271194520356
2020,"SEA",60,843,2181,60,254,244,50,0.094910591,0.249885373,0.144116122,0.280688622,0.225505443,0.308539944,0.369621565,0.2979181483216512,,91.64567986938738,5.349266835455637,-17.09724466618549,-11.472334370017052,5.009568111485738
2018,"BAL",162,2313,6034,188,622,593,81,0.069937023,0.234007292,0.151806791,0.286402841,0.239150172,0.29828932,0.390956963,0.2987656005121636,,86.92749233794675,-5.244956836228084,-99.70526387878714,-59.15839133411646,4.8378674651094595
2025,"STL",21,319,821,21,99,95,18,0.087697929,0.209500609,0.142663044,0.316270566,0.263586956,0.333333333,0.40625,0.3255136478577739,,109.16560935046718,-0.4728055074810982,8.47324296194939,10.476917628198862,4.717043876337903
2024,"COL",162,2277,6026,179,682,655,85,0.075174244,0.268337205,0.158415842,0.307858493,0.24184085,0.303681492,0.400256692,0.30555016516682776,,82.25126505403591,-6.2683301931247115,-134.16458157244406,-21.919074550271034,4.622551781620004
2020,"WSN",60,870,2218,66,293,279,33,0.086564472,0.203336339,0.169715447,0.307744565,0.263719512,0.335743334,0.433434959,0.32983097419122376,,104.47468067192952,-3.7183263790793717,8.90975898154764,-22.586332712322474,4.59913064302001
2011,"SEA",162,2090,5972,109,556,534,125,0.072839919,0.214333556,0.115107914,0.283329241,0.232982844,0.292382878,0.348090758,0.28344645469476765,,80.41442099583537,11.852634594310075,-124.37348258519162,-30.014013765379786,4.446477922667599
2011,"MIN",162,2269,6020,103,619,572,92,0.0730897,0.174086378,0.112629853,0.287548727,0.247311827,0.306228084,0.35994168,0.2956069781214673,,81.93804531050824,-6.5360279742162675,-133.4117355705077,-23.93083056434989,4.300890999150729
2022,"CIN",162,2406,5978,156,648,618,58,0.075610572,0.239210438,0.137360595,0.289521818,0.234944237,0.303508477,0.372304832,0.2987120269707443,,84.91452248277253,-18.856208794284612,-123.74405558615618,-43.165728103369474,4.064791924785453
2018,"DET",162,2323,6029,135,630,597,70,0.070990213,0.222424946,0.13815071,0.293494332,0.241354204,0.300299301,0.379504914,0.2953191283864129,,82.72204662171112,3.033214515540749,-121.92364405433129,-44.50632176361978,4.041436427256122
2020,"CIN",60,889,2123,90,243,237,29,0.112576542,0.251530852,0.191096634,0.244897959,0.211726384,0.312116925,0.402823018,0.31185084798170476,,86.65533918091714,-2.7394365635700524,-38.93714118955246,-13.32165993610397,3.9554070144590354
2025,"TBR",21,311,767,21,94,91,26,0.087353324,0.222946544,0.146376811,0.320792079,0.265217391,0.329856584,0.411594202,0.32730452286995065,,119.43813954917778,0.12417028652271256,16.735109314157274,-5.861890592290745,3.905068574203957
2013,"MIA",162,2244,6021,95,513,485,78,0.071748878,0.204617173,0.10387227,0.280135004,0.230684529,0.292637933,0.334556799,0.2789918022105924,,74.38007202127439,-5.2054672841914,-178.87314565314463,33.1257847128436,3.8143516652906775
2025,"TOR",21,321,803,12,83,78,15,0.08841843,0.183063511,0.109065156,0.303956834,0.256373937,0.329987452,0.365439093,0.3105773237516295,,105.22864812796237,-1.3087447863072157,3.1703910505192088,4.519843896850944,3.7027940702245288
2025,"DET",21,302,796,22,97,93,7,0.096733668,0.248743718,0.14978602,0.307377049,0.245363766,0.323232323,0.395149786,0.3184501307200542,,110.10834730473351,1.258422976359725,10.223155728299265,-3.0099695647644857,3.6277128269323122
2020,"BAL",60,906,2242,77,274,264,19,0.073148974,0.229259589,0.171273445,0.308650519,0.258144126,0.320610687,0.429417571,0.32303129001097247,,101.94197510671519,-6.0756849008612335,-0.7120236274322362,-23.779716785997152,3.6114419297195632
2022,"DET",162,2350,5870,110,557,530,47,0.064735945,0.240715502,0.11509855,0.289817902,0.230568984,0.286348122,0.345667534,0.27901077339768166,,80.83889952474763,-5.049525433219969,-131.7088698364155,-20.951749093132094,3.4691304876785583
2025,"SDP",21,315,782,21,94,86,25,0.093350383,0.175191815,0.144092219,0.313653136,0.275216138,0.344072164,0.419308357,0.3358629633107951,,118.08052688272902,-0.24388642224948853,16.52834538609455,-8.304123815731145,3.4672161569816105
2023,"CHW",162,2387,5980,171,641,617,86,0.063043478,0.23812709,0.145973459,0.288945362,0.23777495,0.291491861,0.383748409,0.29247738177126104,,83.0164062401872,-7.270937074907124,-129.247268239811,-42.32069590652827,3.3626840695869773
2025,"PHI",21,296,800,20,98,91,23,0.11625,0.215,0.146341463,0.3064833,0.25251076,0.342105263,0.398852223,0.3283630148008522,,109.12939632310932,0.4589506766060367,9.141730623054233,-3.6598443845286965,3.240977248915228
2010,"SEA",162,2104,5989,101,513,485,142,0.076640507,0.197695775,0.103900906,0.281700288,0.23553337,0.29796536,0.339434276,0.2845876373408572,,79.06675881595838,-0.9867701237089932,-148.86277010641675,-28.889044212177396,3.193900301520194
2025,"BOS",22,311,855,22,100,96,25,0.095906432,0.245614035,0.148684211,0.313320825,0.24868421,0.326315789,0.397368421,0.318213105905436,,103.125327252401,1.397369849946699,4.37455427384402,-3.6189476009458303,3.166651484656621
2025,"ATH",21,298,790,29,94,90,6,0.081012658,0.181012658,0.176634214,0.27767695,0.253129346,0.313451776,0.42976356,0.32602688617210096,,118.35298626577759,-0.9781122859567404,15.175808741592217,-12.496153891086578,3.1327686899519014
2025,"LAD",22,322,805,36,99,96,11,0.096894409,0.232298136,0.194366197,0.261663286,0.232394366,0.31552795,0.426760563,0.3258089180896407,,109.85960026472212,-1.7882832400500774,7.647586452898164,-3.4592483108863235,3.1226173549011467
2019,"MIA",162,2402,6045,146,615,593,55,0.065343258,0.243010752,0.134071118,0.300254452,0.240566037,0.298353567,0.374637155,0.28802278806353404,,78.51319325918162,-9.941522211833217,-181.64795892452165,17.251315489411354,2.765718838213877
2025,"SEA",21,326,806,29,90,83,32,0.111662531,0.229528535,0.165706052,0.252066115,0.21757925,0.31710362,0.383285302,0.3126292243637238,,111.63337291194088,-1.0119148334488273,9.402240531954469,-12.577926844358444,2.579286321980261
2025,"CLE",20,298,736,24,81,77,11,0.092391304,0.216032608,0.156589148,0.273109243,0.238759689,0.3119891,0.395348837,0.3104476605818471,,104.88923480873528,-2.7057219529524446,1.2201254184371058,-1.9977588225156069,2.5768298608239384
2025,"BAL",20,298,726,30,96,89,10,0.082644628,0.231404958,0.187403994,0.266375545,0.233486943,0.305785123,0.420890937,0.31975527916401214,,112.65523158196389,-0.9533905158750713,9.28309419355856,-10.69860154017806,2.474125079364642
2025,"MIA",20,294,781,15,87,82,13,0.087067861,0.247119078,0.123919309,0.33197556,0.256484149,0.326873385,0.380403458,0.3140215801048526,,97.27863165742434,-0.5548443376319483,-3.0816108287215513,0.05121363513171673,2.2889603857744687
2023,"COL",162,2352,6055,163,721,685,76,0.073823286,0.254830718,0.155749637,0.314539284,0.248908296,0.310110872,0.404657933,0.3098441948847229,,80.08967245189741,-16.20093220891431,-165.68988041583663,-18.01450841501355,2.2035971786391118
2025,"SFG",21,296,794,24,107,102,17,0.095717884,0.248110831,0.173728814,0.273469387,0.223163841,0.300884955,0.396892655,0.3078101797853284,,97.95613405314374,4.124546742066741,2.1952472192622836,-6.855658188462257,2.1621623241142847
2020,"MIA",60,904,2167,60,263,247,51,0.088140286,0.247808029,0.140568476,0.305864884,0.243927648,0.318518518,0.384496124,0.30750887988337566,,93.14770572554936,1.2495782451878767,-17.722653235251304,-19.718062070198357,2.151574476643295
2025,"NYM",21,305,775,19,84,79,15,0.089032258,0.193548387,0.164005806,0.258064516,0.224963715,0.301935483,0.388969521,0.304199876562919,,97.3532272101487,2.6065064538270235,0.16788095643605683,-4.54163878178224,2.1287057320950664
2025,"ATL",20,288,742,24,71,68,12,0.094339622,0.260107816,0.149321267,0.285714285,0.229260935,0.306756756,0.378582202,0.30601505870754653,,93.54653588674317,-0.09026148309931159,-5.783030348773875,0.5215801813174039,1.9259517453050767
