Season,Team,TG,W,L,SV,WR,wRC+_lag1,OBP_lag1,SLG_lag1,HR_lag1,WAR_lag1_x,Off_lag1,Def_lag1_x,BsR_lag1,K%_lag1,BB%_lag1,wRC+_lag2,OBP_lag2,SLG_lag2,HR_lag2,WAR_lag2_x,Off_lag2,Def_lag2_x,BsR_lag2,K%_lag2,BB%_lag2,wRC+_lag3,OBP_lag3,SLG_lag3,HR_lag3,WAR_lag3_x,Off_lag3,Def_lag3_x,BsR_lag3,K%_lag3,BB%_lag3,wRC+_lag4,OBP_lag4,SLG_lag4,HR_lag4,WAR_lag4_x,Off_lag4,Def_lag4_x,BsR_lag4,K%_lag4,BB%_lag4,wRC+_lag5,OBP_lag5,SLG_lag5,HR_lag5,WAR_lag5_x,Off_lag5,Def_lag5_x,BsR_lag5,K%_lag5,BB%_lag5,ERA_lag1,FIP_lag1,xFIP_lag1,xERA_lag1,K/9_lag1,BB/9_lag1,HR/9_lag1,LOB%_lag1,GB%_lag1,WAR_lag1_y,ERA_lag2,FIP_lag2,xFIP_lag2,xERA_lag2,K/9_lag2,BB/9_lag2,HR/9_lag2,LOB%_lag2,GB%_lag2,WAR_lag2_y,ERA_lag3,FIP_lag3,xFIP_lag3,xERA_lag3,K/9_lag3,BB/9_lag3,HR/9_lag3,LOB%_lag3,GB%_lag3,WAR_lag3_y,ERA_lag4,FIP_lag4,xFIP_lag4,xERA_lag4,K/9_lag4,BB/9_lag4,HR/9_lag4,LOB%_lag4,GB%_lag4,WAR_lag4_y,ERA_lag5,FIP_lag5,xFIP_lag5,xERA_lag5,K/9_lag5,BB/9_lag5,HR/9_lag5,LOB%_lag5,GB%_lag5,WAR_lag5_y,Def_lag1_y,DRS_lag1,OAA_lag1,UZR_lag1,UZR/150_lag1,RngR_lag1,ErrR_lag1,ARM_lag1,FRM_lag1,DPR_lag1,Def_lag2_y,DRS_lag2,OAA_lag2,UZR_lag2,UZR/150_lag2,RngR_lag2,ErrR_lag2,ARM_lag2,FRM_lag2,DPR_lag2,Def_lag3_y,DRS_lag3,OAA_lag3,UZR_lag3,UZR/150_lag3,RngR_lag3,ErrR_lag3,ARM_lag3,FRM_lag3,DPR_lag3,Def_lag4_y,DRS_lag4,OAA_lag4,UZR_lag4,UZR/150_lag4,RngR_lag4,ErrR_lag4,ARM_lag4,FRM_lag4,DPR_lag4,Def_lag5_y,DRS_lag5,OAA_lag5,UZR_lag5,UZR/150_lag5,RngR_lag5,ErrR_lag5,ARM_lag5,FRM_lag5,DPR_lag5
2023,NYM,162,75,87,34,0.46296296296296297,113.47494939755124,0.332087733,0.411914738,171.0,31.15792653657632,88.4046623768877,-4.086200268007815,-8.188713644631207,0.197053108,0.08257772,94.47453038044232,0.314668498,0.390595009,176.0,19.71602980992593,-53.14106274814188,53.28278338257224,-11.765253718538588,0.237704918,0.084528688,122.74457889551174,0.348112379,0.459218981,86.0,11.527318739208138,64.92001176172167,-9.03711624222342,-1.3086109490832314,0.218516893,0.086441421,104.99474021047286,0.328329607,0.44185633,242.0,23.70763284976319,32.21231811618199,11.186155891045928,-9.023294997199628,0.220031796,0.082034976,93.99609225027964,0.312408521,0.388624725,170.0,16.06405169440606,-49.11151692011586,16.022890359628946,-3.4424261446110904,0.227294803,0.091630241,3.584569386788361,3.504460696087997,3.4457168115189187,,9.790316038959489,2.677479402348025,1.0572290163477018,0.75956782,0.433428497,21.53150705760345,3.895360353194947,4.039294696351416,3.992044024958244,,9.48066766028854,3.099323564099832,1.2397294256399327,0.732,0.425067385,17.149642020231113,5.014286388112444,4.455705199520333,4.327679667,,10.063637716001898,3.839610905582605,1.420130060968909,0.69857497,0.417134831,4.956618627533317,4.250513793030211,4.098335372744246,4.285961574740757,,9.363450674501332,3.080082458717544,1.256673643156758,0.73121353,0.433782129,19.82301455223933,4.072798040011067,3.966912680352897,4.033455500406139,,8.909630811,2.9822000777085576,1.1398905255704197,0.73012048,0.420897718,17.858150666346774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,SFG,162,94,68,53,0.5802469135802469,88.4426576538292,0.303035329,0.368209989,121.0,18.006754940038345,-87.88856119349147,71.67396818846464,-6.505477770464495,0.184206205,0.073551141,98.23440330598096,0.32113419,0.408345481,162.0,26.019502733127176,-31.572200783909796,94.62991128559224,-18.33901896001771,0.178902816,0.079277226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.206403433010993,3.3271574183129564,3.65968305,,8.068120302,3.4271118911150005,0.5885558882773525,0.74426381,0.463629684,17.32551150606014,3.363449874287479,3.739717889962237,3.942489800165527,,8.199179089151345,3.560575141644987,0.8254620570595644,0.77016973,0.419590643,18.41643086541444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,MIL,162,82,80,45,0.5061728395061729,91.4869958986146,0.310506096,0.397515527,157.0,22.11459557296832,-65.99062011127828,88.48265971802175,-6.880727119278163,0.195085751,0.067117414,102.38315403433684,0.324983734,0.436566492,202.0,27.80909772990791,29.46760595281813,46.64838561287616,12.086278668604791,0.199228791,0.074871465,102.92378678790172,0.32498341,0.425004589,185.0,30.745652778402675,20.610392139692934,82.93004672788084,0.3463150565512478,0.177163422,0.07868477,104.32111460821916,0.334716017,0.423831608,182.0,29.743189638313893,32.43088262441944,61.60972222778946,0.5629839147441089,0.192893401,0.086611675,,,,,,,,,,,3.836645336686001,4.123640023994007,3.935895288927484,,7.018253664669515,2.907116629098661,1.091728348,0.73453453,0.444342226,5.292739497846924,4.222426222664998,3.824330593279956,3.729045649843015,,8.680119595566461,3.2504014177406506,1.046319694472705,0.72071565,0.437888198,14.3023863742128,3.639537726740978,3.5913978705008684,3.583393976628624,,7.847167963144783,2.746820925842248,0.9176879,0.73241704,0.446763101,16.75145112723112,4.5906882265740565,4.205709061439271,4.065193713674336,,7.867964290231829,3.6400279943679847,1.0820014484977,0.70034137,0.418093475,7.394553201505914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,TEX,162,67,95,42,0.41358024691358025,89.93847647179412,0.320150968,0.429834254,237.0,9.999151298451745,-76.75958341108529,-24.81795433163643,-0.3212619895348325,0.24387455,0.088859849,94.68234404521468,0.321528578,0.433303167,215.0,16.44013380450838,-40.29068948011728,-5.138303924351931,-1.246974469628185,0.200361307,0.071604532,97.70440317974402,0.325195312,0.413355107,172.0,21.64533392926006,4.78221571449528,-3.026706396602094,21.600193639751524,0.199288831,0.081299498,90.2126879100102,0.313889353,0.375274725,111.0,11.63878189172761,-66.81221053130882,-16.648049406707287,-1.7835191912017765,0.192831065,0.069200132,96.57828723307637,0.323252032,0.411996418,176.0,19.59383805456071,-22.497480572038995,4.249952491372824,2.0019548437558115,0.172207876,0.074564234,4.699744723229816,4.877602642,4.892521579297577,,6.946084657697472,3.5075531378978204,1.3427842066370903,0.70929971,0.441886707,11.151236998965032,4.384615758066683,4.578299937,4.491957251297309,,7.197505810539051,3.3305616142355747,1.253638360414514,0.72769953,0.454835039,12.615432665683327,4.254621433262663,4.343852632775596,4.368984536144542,,6.831100395047825,3.169131507474242,1.0667745822403452,0.72433821,0.441824249,11.043323398102077,4.492638837502209,4.224563546437612,4.258440516121566,,7.0039734685778825,3.186492434,1.0095817612364515,0.70356371,0.395473896,9.259632580913603,3.628701831808775,3.7729113708578983,3.754262179771833,,8.050797793,3.0628703597301183,0.9656037077864028,0.75462799,0.427794847,21.21791085600853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,CIN,162,64,98,35,0.3950617283950617,83.03557530359083,0.29649093,0.364967562,131.0,14.661581952479391,-115.36063380346413,67.9799604639411,-1.19164329348132,0.209434593,0.069421211,95.65218690847249,0.327263938,0.390798326,155.0,22.346934961603115,-32.87689715132461,50.63407616131008,-2.0260335304774344,0.197838868,0.092960432,93.23166564718836,0.315292949,0.410626255,172.0,23.361038328553875,-35.97736995644647,72.95504825515673,13.474187542218717,0.207031888,0.078659035,99.34278736470566,0.32576,0.40787598,183.0,29.322115028427923,3.623900685124834,79.8473019450903,8.68736912170425,0.197503555,0.084531521,105.95488388440523,0.338478855,0.435920415,188.0,35.37890985321164,57.20479552844367,91.75951191596688,12.696219954639671,0.193794749,0.083054892,3.585062536366836,4.008462476058324,3.745663730873794,,8.029046305404892,3.1556019200312253,1.0145229052565872,0.76451098,0.450707662,12.83713922,3.383397540271916,3.808542029799285,3.676270710177266,,7.914951646556684,2.656638862848887,1.0382266820328985,0.77456647,0.441063727,18.041743718087677,3.344804074179516,3.723495494990602,3.799465371007531,,7.730213860325994,2.6448728512493584,0.9415004060653454,0.76856649,0.458549222,18.70767206512392,4.157620117583236,4.371059791554867,4.107068793271064,,6.818987567481649,3.305246671648029,1.1344538668921809,0.73702225,0.448306997,6.233693170361221,4.019959173798324,4.121201116161076,4.126330715418386,,6.999312583038684,3.245698932311744,0.9786649452390372,0.73599727,0.429481346,12.807655431330204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,CHW,162,73,89,36,0.4506172839506173,84.90385244827122,0.302179656,0.378213194,148.0,5.912118517668927,-117.4857697312198,-23.671939665917307,-12.719986052718014,0.198617739,0.067632055,98.47780343777345,0.318256578,0.421891989,211.0,20.84199600342353,-18.19025815046213,11.163798194145784,-7.000711171422154,0.196858124,0.075437735,90.27236331307252,0.318650728,0.387677208,154.0,11.661844402423526,-79.99568325553437,-12.331169018521903,-9.902681773761287,0.160578015,0.077122909,100.12186451815536,0.331740276,0.419948942,177.0,15.63876152221584,-7.668585461041474,-54.57503338903189,-8.102767215576023,0.150702844,0.076332134,,,,,,,,,,,3.995876600330599,4.130328687074303,3.983976551403976,,7.725773798,3.148453853820859,1.125773283684472,0.73064089,0.433056325,15.269855933147484,4.021674437376581,4.228185222458677,4.121689398694532,,7.756975772,3.1314276191956973,1.1579434138576534,0.75196944,0.427350427,16.17518657213077,4.099315369732072,3.655523318388963,3.692363344135297,,7.520548497854328,2.706164582424631,0.9061644501513002,0.71256177,0.441679981,23.15545458579436,4.094492206712699,3.7982849928982647,3.939540672651024,,7.149804780414729,3.0490899411690315,0.8462780244877312,0.71539399,0.448933272,23.98207308538258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,MIN,162,59,103,26,0.36419753086419754,89.2825347578927,0.305328211,0.399122004,156.0,12.110968714189394,-80.40798792380137,-2.1077315900474787,-5.488098230212927,0.210071464,0.072959946,100.46293566206138,0.32361469,0.389078498,128.0,16.157713917560706,23.81739527593244,-72.59160014428198,20.93627397180535,0.213219958,0.087277394,90.52688325796616,0.312408995,0.379942487,151.0,10.663456597654507,-66.06796310267974,-35.4260707963258,1.2408113833516836,0.230199613,0.085801674,95.4599812610004,0.324805699,0.39032722,131.0,12.816941313480047,-32.51344372501887,-54.40911558363587,0.7213649353943765,0.172169431,0.081333548,81.93804531050824,0.306228084,0.35994168,103.0,4.300890999150729,-133.4117355705077,-23.93083056434989,-6.536027974216268,0.174086378,0.0730897,4.072765288,4.096171763471152,4.230185091169687,,6.523908868839048,2.5758837120750737,1.0166320703831404,0.72756669,0.439956092,15.990931961336171,4.578397640806104,3.974064094088239,4.117754856,,6.466202695439853,2.558885256779302,0.921951305751366,0.68875327,0.41783029,14.29930082,4.554815342843726,4.233788737,4.282159004730522,,6.112388437,2.842105486406576,1.0425190430487004,0.70244375,0.436715592,11.47127209766768,4.766914193145446,4.661180673531277,4.459000268667591,,5.899212708840099,2.908943700541512,1.238646995069289,0.68845463,0.456837606,5.911239936365746,4.596014396856338,4.302056951575288,4.327629854681024,,5.950762442210686,3.0386872045331166,1.0192263331871494,0.69101784,0.439759036,7.653368195984513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,CIN,162,62,100,31,0.38271604938271603,98.21922964899365,0.328109696,0.431311082,222.0,18.050763765853343,-30.89117064458665,4.159208812518045,-16.601141795981675,0.231256085,0.089743589,86.65533918091714,0.312116925,0.402823018,90.0,3.9554070144590354,-38.93714118955246,-13.32165993610397,-2.7394365635700524,0.251530852,0.112576542,84.96025592243846,0.314808707,0.421651376,227.0,12.670117726402983,-130.73923962303155,66.5606854450889,-9.42232390260324,0.235409836,0.080655737,94.44573314425624,0.327572282,0.401482284,172.0,16.973453520525773,-50.35190224066052,24.16853554337285,-7.480579262757601,0.22051282,0.089583333,94.7978608106359,0.328898263,0.432530999,219.0,22.03367335068694,-39.71804769638714,47.22337047383189,2.341866357302933,0.213906325,0.090938355,4.411108952,4.336429772422153,4.177958221421003,,9.562631641,3.8714853820685806,1.2925866915820543,0.7262278,0.441949476,17.161608387716115,3.892857535562756,3.919593991969904,3.9475330913841535,,10.982143965005024,3.803571812270032,1.1964286921224985,0.72833212,0.431962025,10.096092249674255,4.180807191312586,4.229308627290905,4.1026688952075885,,9.713492157061577,3.3546596624903384,1.339360387636068,0.73702378,0.443460135,19.825670492835343,4.6530190727427705,4.682985467736017,4.276549450407568,,7.857044286591148,3.322692814,1.4240112061548345,0.71501882,0.4442144,8.686863384209573,5.167133070446129,5.0793180915052405,4.6558235797967775,,8.181818503751483,3.971328827590143,1.560839222254129,0.71056135,0.446492698,5.321501299273223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,TOR,162,81,81,33,0.5,105.28303445284143,0.312138728,0.454231119,257.0,23.986430611819628,25.074922668605623,-5.223883530125022,-12.34063066355884,0.191699604,0.077569169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.229292427110143,4.035038266934365,4.025088410839304,,7.396576416098093,3.3671914596933044,0.9370662689313464,0.71158129,0.457321304,15.281001600436866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,KCR,162,71,91,37,0.4382716049382716,98.17381544933916,0.331007626,0.399357601,121.0,9.336817716184992,-42.061829680521285,-84.11742359399796,-28.39841116219759,0.14575616,0.075857626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.974014189935442,4.478306539111427,4.4090227384060094,,6.483759051112321,3.451740325761245,1.1025522637640277,0.68570829,0.424842288,9.338896627072245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,ARI,162,79,83,44,0.4876543209876543,83.29977608584456,0.301874274,0.375720461,118.0,12.919480182652917,-112.77522782842064,46.15057671442628,1.5103936998639256,0.191328625,0.06536377,92.89059377146442,0.323196943,0.391472868,130.0,20.065265947719684,-69.37218146289169,64.75899409502745,-18.528543641790748,0.18029681,0.081938743,96.64158685324844,0.327911943,0.418161845,165.0,21.687170387117508,-30.7145768887859,50.65187042020261,-5.590597068890929,0.205853658,0.087642276,96.7134048726307,0.322361892,0.413207895,172.0,30.53778514705696,-14.810799886714673,116.90650502219796,8.977718565613031,0.204888451,0.087106299,92.70402607642949,0.324649951,0.415676959,180.0,22.72202504117933,-62.73928690117334,92.77779844217002,-8.312164290808141,0.247290959,0.0952612,4.255943125463122,3.8287673442233,3.63212418755416,,7.963536331,2.922455821145248,0.9596123591820216,0.70283392,0.460816518,8.197630889713764,3.91906378702618,4.042503266658134,3.831617246095351,,7.332441924113498,2.9197326216708097,1.0595318379671392,0.74491072,0.460363799,8.46720266,3.9423392759043754,3.805217084795815,3.8375983665742672,,7.533132374339569,2.6177635000830004,0.9730295983521944,0.7201426,0.460942997,15.276988573372364,3.797459708080344,4.020305486804188,4.050452565146882,,6.597228852461418,2.7561201822192314,0.9914549976761488,0.73944497,0.419150858,11.784538742154837,4.807961196841693,4.759406778078524,4.347125099819715,,6.724860758981191,3.4441342952539187,1.3198324854075236,0.70137741,0.417766838,2.730591409606859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,TBR,162,68,94,42,0.41975308641975306,99.63577460882613,0.314441506,0.405834092,167.0,19.59827854188535,-16.243264229422927,2.5033325450494885,-13.397518137469888,0.215779937,0.071816834,96.97897725004692,0.317104836,0.366751269,117.0,20.599774139926645,-19.906601077689864,12.510343387722967,0.9921214792411774,0.181144238,0.084931506,106.76055535898544,0.329044708,0.407728421,165.0,28.642908683478744,50.08026740659764,14.019312112010084,2.472296050284058,0.187600128,0.094360781,99.98284920905968,0.316691382,0.394220081,175.0,23.9790612941538,-1.005652285073667,24.122432485222816,-0.6899050395004451,0.216707616,0.093529893,103.47961396059156,0.321831561,0.40231788,172.0,27.515358076794428,35.13112312546038,22.645034626009878,10.39242918905802,0.193920676,0.092815344,3.7403672647577264,3.9138690403302543,3.9385746942818862,,8.391055701567415,2.953899313393105,1.083715681014242,0.75062814,0.417657045,14.68287938227877,3.560237231239928,3.5633613018183965,3.622359145895331,,8.836029190486661,2.963789888527885,0.8915965432293429,0.74094537,0.408078335,14.093467349695857,3.737705288655658,3.711105807726048,3.705588278995224,,8.053279487,2.9631150479145183,0.9405738637570982,0.73586983,0.445852259,14.476845172001047,3.193880090793292,3.5123557534152443,3.586070459674124,,8.527289894917226,2.8917562984209537,0.8570450436684702,0.75509158,0.479027053,20.437797968741503,3.5838513586105494,4.030907454565909,4.014382808297478,,7.099379727715525,3.1304351555281054,1.0000001191270338,0.75522802,0.421226415,16.79415391711518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,BOS,162,71,91,36,0.4382716049382716,114.35377229450437,0.349228832,0.446115731,178.0,35.70423919538466,116.7481103401168,8.253607003367506,13.341635749675332,0.204951425,0.091037292,94.60592451448696,0.315068493,0.414882226,165.0,19.78200412778701,-37.07601062746716,18.079121706075966,2.637807656545192,0.194129095,0.069412909,117.0307695179016,0.34877896,0.460770577,203.0,36.8100719004856,114.29390420953024,22.733419813215733,-12.21068329969421,0.172747115,0.090115372,109.0030622586423,0.339076825,0.450938717,211.0,24.67057546295963,59.733487085127024,-43.17500270716846,-7.175129196140915,0.179358086,0.092353681,,,,,,,,,,,3.794360673834788,3.840839305498743,3.887386227232928,,8.00962922,3.243466546638546,0.9656121780068954,0.74537414,0.428537511,15.75888074,4.721414183228228,4.413232543,4.160614002148368,,7.3347200521484766,3.299376622097401,1.185031300942356,0.69628796,0.464130185,6.425413407385349,4.199451218983076,4.049174066618912,4.130791460296655,,7.491079895038929,3.334858320957149,0.9634035149431764,0.70825833,0.423032273,14.269792890176175,4.189016366037046,4.080817337932321,4.132773900118149,,7.457437689980405,3.583524324928446,0.9391305127398688,0.70848425,0.435543278,15.68572077387944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,WSN,162,69,93,37,0.42592592592592593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,LAA,162,89,73,38,0.5493827160493827,98.49433787553396,0.312520702,0.401959005,155.0,23.33681137315189,-14.621776900624807,35.000624833628535,-3.782928451895714,0.178383705,0.072601839,93.6919907124406,0.311269237,0.390306122,155.0,14.249618778550492,-54.17963677228359,-20.44902604748495,-8.750605267006904,0.17572672,0.07653145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.569283294748108,3.8895501127375134,4.013508679,,6.499658736391564,2.9242320969020645,0.8723549532775067,0.7447684,0.449327354,14.988821083679795,4.042548515414952,4.110731166285744,4.241802906276907,,7.017019696495999,3.5085098482479995,0.9190432876826616,0.72899551,0.426214689,13.538793129846454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,DET,161,47,114,31,0.2919254658385093,82.72204662171112,0.300299301,0.379504914,135.0,4.041436427256122,-121.92364405433128,-44.50632176361978,3.033214515540749,0.222424946,0.070990213,97.65632065431784,0.32420984,0.42386609,187.0,12.38514196260975,-27.01206213631277,-51.51613903790712,-9.040119890090864,0.213495934,0.081788617,106.01200469298831,0.330932896,0.438110749,211.0,20.166694611013103,28.387620797138798,-38.66388331120834,-15.588958327887669,0.212665252,0.080463522,102.73916298450376,0.32773794,0.42016057,151.0,17.09626601208799,-8.571443456432451,-31.61631782539189,-27.610914745368063,0.204416301,0.073875629,111.81664381165552,0.330851408,0.426110124,155.0,24.38306759856356,73.033782106404,-45.8443574719131,-7.266084023984149,0.184456626,0.071428571,4.596819999589527,4.585361584805417,4.548102916001929,,7.671890521,3.1003277744484308,1.3638916482298595,0.70471405,0.395635012,10.049271535128357,5.360713849295202,4.725581609420121,4.866846731045311,,7.616522514,3.4090591618449397,1.3813659800784326,0.68694173,0.393530997,11.471331356849989,4.241596865448864,4.155664078255237,4.312533247275147,,7.764706297523032,2.9117648615711373,1.147058884861357,0.72170487,0.444575471,18.45816078595817,4.639945245586906,4.456330598384472,4.359203313700332,,6.841742319230023,3.041465449184983,1.2004147887376313,0.69654858,0.428891879,11.657749225851148,4.011004342931243,3.5964887824205864,3.760711579402039,,7.700137966985288,2.8596975407935714,0.7861073326423887,0.70730624,0.442386831,19.65675920958165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,PHI,162,63,99,35,0.3888888888888889,86.24267329985048,0.302052785,0.363376762,125.0,11.135290646652516,-85.53364413346469,-0.6581170922145247,10.58392543089576,0.210713133,0.071474669,89.0441983325334,0.306362262,0.383797653,140.0,8.569861550628385,-81.9487861592504,-19.533217592164878,-7.363744969014078,0.200365813,0.06933821,93.01317800746612,0.316557377,0.399531024,158.0,21.299122096097875,-40.76194719657772,56.32647271221504,10.70767739834264,0.177252106,0.073558003,95.53103822318062,0.322601416,0.394694389,153.0,18.801293717384414,-29.526669225013244,15.068717697635291,3.478095439495519,0.163083293,0.085841694,99.00639120312812,0.331999359,0.41336678,166.0,22.79021660090364,5.500965991419202,21.89273124979809,13.3005217644386,0.169130503,0.089016054,3.8063565255492815,3.814658545216565,3.8252368092955367,,7.692395232792831,3.1934166663626016,0.821339411,0.72230872,0.464402047,16.636825333815068,4.33604119073066,3.940404922807233,3.9999491737587407,,7.512880618,3.1705734718348464,0.9524252326460408,0.70541699,0.444856348,13.717072542291136,3.8571430205148967,3.716638617,3.608365935431833,,8.588654474940727,2.536288577798381,1.103812632880469,0.72919286,0.435194174,19.76796412328258,3.0223426995092586,3.238656435948845,3.409800179030743,,7.915369287626063,2.4617468762131867,0.7312119434296593,0.77479726,0.465216351,29.450330981519077,3.6832230767635457,3.927235965814684,3.7508456262256975,,7.310827013106166,2.5708402683450253,1.0382239545239524,0.75314063,0.465493283,16.648132690927014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,BOS,162,78,84,39,0.48148148148148145,105.3402656144422,0.328477905,0.448953594,219.0,21.72913773711356,34.30540000705998,-27.3782401541248,-5.410270758671686,0.226396602,0.083632799,105.13479900008504,0.330434782,0.445031204,81.0,6.827720547168947,13.891961499472457,-7.017850605305284,-0.6823483807966113,0.236545138,0.081163194,105.95754298399422,0.339841933,0.465857885,245.0,27.580570433607512,38.17747488451836,11.312999836169183,-10.518697313033044,0.213436293,0.091119691,110.53103533699245,0.338840349,0.453494575,208.0,32.588586587232555,79.20941660422292,22.36677505448461,0.0240859079640358,0.198825769,0.090288797,91.27081238370327,0.329435929,0.406597283,168.0,16.365472760643694,-61.700007108278,16.959905533934943,7.151245941699017,0.193120858,0.090091511,4.274841877293063,3.951570496011058,4.072444930193912,,9.684990425,3.463002470329396,1.1162791845750433,0.7188409,0.441555162,20.352192424295936,5.582061453,5.193327850166579,4.671912179248983,,9.223283078003693,4.328244572917934,1.6832062228014186,0.70824236,0.428663239,0.1066666082479059,4.698844582528367,4.282670309581648,4.394796999884619,,9.991163025089614,3.701563766184456,1.3154317516192695,0.70770937,0.426205191,16.51395121589303,3.751371287267356,3.818566889330822,3.918987818042111,,9.6128889236226,3.1590495050672467,1.085923267366866,0.7578871,0.423754403,18.52552111446857,3.733978406770397,3.7762590616950695,3.9093239360007663,,9.592985175117445,2.823251966094691,1.1839443728784187,0.75692308,0.410093091,23.18872020440176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,ARI,162,69,93,31,0.42592592592592593,95.1943723691198,0.323807994,0.41440963,154.0,21.56654105521065,-23.31332919205441,32.62840694561601,12.533800325356424,0.20905035,0.078075207,83.29977608584456,0.301874274,0.375720461,118.0,12.919480182652917,-112.77522782842064,46.15057671442628,1.5103936998639256,0.191328625,0.06536377,92.89059377146442,0.323196943,0.391472868,130.0,20.065265947719684,-69.37218146289169,64.75899409502745,-18.528543641790748,0.18029681,0.081938743,96.64158685324844,0.327911943,0.418161845,165.0,21.687170387117508,-30.7145768887859,50.65187042020261,-5.590597068890929,0.205853658,0.087642276,96.7134048726307,0.322361892,0.413207895,172.0,30.53778514705696,-14.810799886714673,116.90650502219796,8.977718565613031,0.204888451,0.087106299,4.0500001663457335,4.210866521519573,4.090798523138123,,7.455682124409191,3.068181944201313,1.116818227689278,0.73715007,0.456843543,10.576070363633336,4.255943125463122,3.8287673442233,3.63212418755416,,7.963536331,2.922455821145248,0.9596123591820216,0.70283392,0.460816518,8.197630889713764,3.91906378702618,4.042503266658134,3.831617246095351,,7.332441924113498,2.9197326216708097,1.0595318379671392,0.74491072,0.460363799,8.46720266,3.9423392759043754,3.805217084795815,3.8375983665742672,,7.533132374339569,2.6177635000830004,0.9730295983521944,0.7201426,0.460942997,15.276988573372364,3.797459708080344,4.020305486804188,4.050452565146882,,6.597228852461418,2.7561201822192314,0.9914549976761488,0.73944497,0.419150858,11.784538742154837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,LAA,162,78,84,41,0.48148148148148145,113.49148355862737,0.331631812,0.432803468,187.0,33.37887225515873,109.7703134447164,2.521684001199901,13.51162627292797,0.181833033,0.073354027,98.49433787553396,0.312520702,0.401959005,155.0,23.33681137315189,-14.621776900624807,35.000624833628535,-3.782928451895714,0.178383705,0.072601839,93.6919907124406,0.311269237,0.390306122,155.0,14.249618778550492,-54.17963677228359,-20.44902604748495,-8.750605267006904,0.17572672,0.07653145,,,,,,,,,,,,,,,,,,,,,4.018604956866752,4.261661486,4.152200585290773,,7.264884273585675,3.0327909283853773,1.167907066,0.72614885,0.439376309,10.432439608499408,3.569283294748108,3.8895501127375134,4.013508679,,6.499658736391564,2.9242320969020645,0.8723549532775067,0.7447684,0.449327354,14.988821083679795,4.042548515414952,4.110731166285744,4.241802906276907,,7.017019696495999,3.5085098482479995,0.9190432876826616,0.72899551,0.426214689,13.538793129846454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
