Season,Team,TG,W,L,SV,WR,wRC+_lag1,OBP_lag1,SLG_lag1,HR_lag1,WAR_lag1_x,Off_lag1,Def_lag1_x,BsR_lag1,K%_lag1,BB%_lag1,wRC+_lag2,OBP_lag2,SLG_lag2,HR_lag2,WAR_lag2_x,Off_lag2,Def_lag2_x,BsR_lag2,K%_lag2,BB%_lag2,wRC+_lag3,OBP_lag3,SLG_lag3,HR_lag3,WAR_lag3_x,Off_lag3,Def_lag3_x,BsR_lag3,K%_lag3,BB%_lag3,wRC+_lag4,OBP_lag4,SLG_lag4,HR_lag4,WAR_lag4_x,Off_lag4,Def_lag4_x,BsR_lag4,K%_lag4,BB%_lag4,wRC+_lag5,OBP_lag5,SLG_lag5,HR_lag5,WAR_lag5_x,Off_lag5,Def_lag5_x,BsR_lag5,K%_lag5,BB%_lag5,ERA_lag1,FIP_lag1,xFIP_lag1,xERA_lag1,K/9_lag1,BB/9_lag1,HR/9_lag1,LOB%_lag1,GB%_lag1,WAR_lag1_y,ERA_lag2,FIP_lag2,xFIP_lag2,xERA_lag2,K/9_lag2,BB/9_lag2,HR/9_lag2,LOB%_lag2,GB%_lag2,WAR_lag2_y,ERA_lag3,FIP_lag3,xFIP_lag3,xERA_lag3,K/9_lag3,BB/9_lag3,HR/9_lag3,LOB%_lag3,GB%_lag3,WAR_lag3_y,ERA_lag4,FIP_lag4,xFIP_lag4,xERA_lag4,K/9_lag4,BB/9_lag4,HR/9_lag4,LOB%_lag4,GB%_lag4,WAR_lag4_y,ERA_lag5,FIP_lag5,xFIP_lag5,xERA_lag5,K/9_lag5,BB/9_lag5,HR/9_lag5,LOB%_lag5,GB%_lag5,WAR_lag5_y,Def_lag1_y,DRS_lag1,OAA_lag1,UZR_lag1,UZR/150_lag1,RngR_lag1,ErrR_lag1,ARM_lag1,FRM_lag1,DPR_lag1,Def_lag2_y,DRS_lag2,OAA_lag2,UZR_lag2,UZR/150_lag2,RngR_lag2,ErrR_lag2,ARM_lag2,FRM_lag2,DPR_lag2,Def_lag3_y,DRS_lag3,OAA_lag3,UZR_lag3,UZR/150_lag3,RngR_lag3,ErrR_lag3,ARM_lag3,FRM_lag3,DPR_lag3,Def_lag4_y,DRS_lag4,OAA_lag4,UZR_lag4,UZR/150_lag4,RngR_lag4,ErrR_lag4,ARM_lag4,FRM_lag4,DPR_lag4,Def_lag5_y,DRS_lag5,OAA_lag5,UZR_lag5,UZR/150_lag5,RngR_lag5,ErrR_lag5,ARM_lag5,FRM_lag5,DPR_lag5
2022,TBR,162,86,76,44,0.5308641975308642,108.7515153559129,0.321192586,0.428908661,222.0,30.254928409835447,77.02051755991282,11.812395656481383,10.583370956825092,0.24818928,0.094157411,110.59458640016264,0.327876106,0.424810126,80.0,8.929489845563735,33.49618849676137,-3.829606317565776,3.9863626859150822,0.268907563,0.107474568,104.03600350622158,0.32531464,0.431236673,217.0,25.09054318263787,31.000977136463533,-0.266885393531993,-1.2223540009581484,0.237549721,0.086237072,106.63103320623136,0.333441453,0.406392694,150.0,25.99673133564016,57.40070536758586,-16.210305153217632,8.465657751832623,0.224051654,0.08716707,98.68401630341592,0.31668299,0.42241694,228.0,19.610258230281755,-1.2769369488791948,-4.55735057592392,8.831059076357633,0.250203351,0.088661135,3.6725443640175337,3.794490319042412,3.969353984849503,,9.138081767706929,2.6956722941273483,1.1376231699986974,0.73727795,0.415264875,18.93726835027337,3.564750905312326,3.9437883261882103,3.940416282568835,,9.415035884,2.865445703791726,1.1939357099132193,0.771777,0.451075641,7.104441038798541,3.674881731028482,3.6548867597922654,3.885760468051632,,9.895321073085,2.765317980325419,1.1049063011896263,0.73748044,0.441221765,24.54889437975362,3.747066032638007,3.817738902672399,3.975270319475674,,8.830150634127046,3.113233967415657,1.019102536239856,0.73314535,0.438803719,17.413118730299175,3.986159401471138,4.1666362927112495,4.2915879429184445,,8.420761735607778,3.1328721545937226,1.202076195,0.72968594,0.429678044,14.993013067170978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,KCR,162,89,73,53,0.5493827160493827,89.10037608591227,0.314946325,0.378626779,112.0,18.996861247586683,-57.42623042597101,36.96913793031126,18.19385035103187,0.172000656,0.069259806,94.00171508306754,0.316511513,0.399929027,131.0,12.550896021512116,-50.82491871555358,-36.61477673985064,-7.396369501948357,0.167832167,0.06570174,100.58376812456616,0.328663446,0.415021156,129.0,19.620466385332275,4.512706835183057,-25.154116712510582,0.6705723681952804,0.160523376,0.070528163,98.17381544933916,0.331007626,0.399357601,121.0,9.336817716184992,-42.061829680521285,-84.11742359399796,-28.39841116219759,0.14575616,0.075857626,,,,,,,,,,,3.4487918926438184,3.827371101924293,3.895338340715204,,7.506559651015735,2.914384500270182,0.9631761141617872,0.76853526,0.417602996,17.465216231998056,4.297428108,4.176905126554428,4.291005780571916,,7.298806469076925,3.3610476688527555,1.0107947786402198,0.72425178,0.432321387,15.082490521177531,4.446256524441906,4.268381291220137,4.236565416284385,,6.697290162339272,3.454065389280532,1.0107947189456494,0.71512435,0.439149888,10.654276008950546,4.974014189935442,4.478306539111427,4.4090227384060094,,6.483759051112321,3.451740325761245,1.1025522637640277,0.68570829,0.424842288,9.338896627072245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,CIN,162,83,79,41,0.5123456790123457,86.65533918091714,0.312116925,0.402823018,90.0,3.9554070144590354,-38.93714118955246,-13.32165993610397,-2.7394365635700524,0.251530852,0.112576542,84.96025592243846,0.314808707,0.421651376,227.0,12.670117726402983,-130.73923962303155,66.5606854450889,-9.42232390260324,0.235409836,0.080655737,94.44573314425624,0.327572282,0.401482284,172.0,16.973453520525773,-50.35190224066052,24.16853554337285,-7.480579262757601,0.22051282,0.089583333,94.7978608106359,0.328898263,0.432530999,219.0,22.03367335068694,-39.71804769638714,47.22337047383189,2.341866357302933,0.213906325,0.090938355,88.7466054359402,0.315990057,0.407873154,164.0,11.849483433945784,-83.96259567866831,6.025543484836817,1.5848294025017822,0.210699048,0.074171316,3.892857535562756,3.919593991969904,3.9475330913841535,,10.982143965005024,3.803571812270032,1.1964286921224985,0.72833212,0.431962025,10.096092249674255,4.180807191312586,4.229308627290905,4.1026688952075885,,9.713492157061577,3.3546596624903384,1.339360387636068,0.73702378,0.443460135,19.825670492835343,4.6530190727427705,4.682985467736017,4.276549450407568,,7.857044286591148,3.322692814,1.4240112061548345,0.71501882,0.4442144,8.686863384209573,5.167133070446129,5.0793180915052405,4.6558235797967775,,8.181818503751483,3.971328827590143,1.560839222254129,0.71056135,0.446492698,5.321501299273223,4.911928061489216,5.236713026825582,4.786599010642249,,7.745492661128484,3.9694869721818815,1.6102635830549146,0.72770472,0.415949779,0.9611108461394906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021,NYM,162,77,85,41,0.47530864197530864,122.74457889551174,0.348112379,0.459218981,86.0,11.527318739208138,64.92001176172167,-9.03711624222342,-1.3086109490832314,0.218516893,0.086441421,104.99474021047286,0.328329607,0.44185633,242.0,23.70763284976319,32.21231811618199,11.186155891045928,-9.023294997199628,0.220031796,0.082034976,93.99609225027964,0.312408521,0.388624725,170.0,16.06405169440606,-49.11151692011586,16.022890359628946,-3.4424261446110904,0.227294803,0.091630241,100.53948041813008,0.320397847,0.43430127,224.0,20.15613522342482,-8.339469520953983,-1.505234757438302,-12.40416967112833,0.209272167,0.085751337,98.8180089101763,0.316005922,0.416559809,218.0,20.64102100784997,-24.4286122448541,31.79013398103416,-15.327713504448184,0.212919051,0.084546197,5.014286388112444,4.455705199520333,4.327679667,,10.063637716001898,3.839610905582605,1.420130060968909,0.69857497,0.417134831,4.956618627533317,4.250513793030211,4.098335372744246,4.285961574740757,,9.363450674501332,3.080082458717544,1.256673643156758,0.73121353,0.433782129,19.82301455223933,4.072798040011067,3.966912680352897,4.033455500406139,,8.909630811,2.9822000777085576,1.1398905255704197,0.73012048,0.420897718,17.858150666346774,5.012314483458913,4.590725298,4.422325801095241,,8.619424405847994,3.720028146046477,1.3801116224793002,0.70447284,0.444078947,8.657404707744718,3.58258468609944,3.5653578982319574,3.7778932309053728,,8.682792051727114,2.730476870134816,0.94540429216513,0.75638862,0.442430181,21.504415955860168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,CHW,162,78,84,43,0.48148148148148145,88.78211861518737,0.306342109,0.380083137,136.0,8.75939280523096,-94.2711232459371,-21.55274206958711,-15.223173276986929,0.202800658,0.066556836,98.51226021427256,0.30983823,0.398340248,155.0,13.951781999778255,-23.458491559603186,-40.51912093535066,-13.06980458414182,0.224123745,0.068619384,84.90385244827122,0.302179656,0.378213194,148.0,5.912118517668927,-117.4857697312198,-23.671939665917307,-12.719986052718014,0.198617739,0.067632055,98.47780343777345,0.318256578,0.421891989,211.0,20.84199600342353,-18.19025815046213,11.163798194145784,-7.000711171422154,0.196858124,0.075437735,90.27236331307252,0.318650728,0.387677208,154.0,11.661844402423526,-79.99568325553437,-12.331169018521903,-9.902681773761287,0.160578015,0.077122909,3.983708310422089,3.8192293949249017,3.8099401261947294,,8.419688326381989,2.9366683345879787,1.0036714561250053,0.72936879,0.451911659,17.403930800326634,4.297016208195526,4.099635985552127,4.1120368840833725,,7.195003883490183,3.478834343,0.8743928330630432,0.70389884,0.461363636,10.729679327865597,3.995876600330599,4.130328687074303,3.983976551403976,,7.725773798,3.148453853820859,1.125773283684472,0.73064089,0.433056325,15.269855933147484,4.021674437376581,4.228185222458677,4.121689398694532,,7.756975772,3.1314276191956973,1.1579434138576534,0.75196944,0.427350427,16.17518657213077,4.099315369732072,3.655523318388963,3.692363344135297,,7.520548497854328,2.706164582424631,0.9061644501513002,0.71256177,0.441679981,23.15545458579436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,COL,163,91,72,51,0.558282208588957,87.53267692565302,0.33773216,0.44362125,192.0,14.81837842282594,-106.9087072636296,42.33090075943619,-7.544050689131836,0.227060151,0.083696178,94.1821725087218,0.336137172,0.457427858,204.0,21.44877207301556,-46.98691068239633,58.39876269735396,-0.909892590418167,0.213277742,0.079217447,86.52341723950487,0.31524805,0.432340272,186.0,9.711470044978716,-91.87531997133576,-4.1674202852882445,4.704332083463669,0.211332564,0.063910393,97.12487114630964,0.326945126,0.445117605,186.0,17.379394543167283,-33.06042971400676,4.824253492057324,-12.264207692118362,0.207819597,0.064406229,87.25484524305314,0.322654838,0.418467583,159.0,13.905869893355115,-72.68654860491979,16.48669610545039,17.425142442807555,0.195708712,0.069408322,4.513564092906816,4.323417690779104,4.255896888453636,,7.950383353663878,3.330396806,1.1894274308631,0.72244206,0.484812809,18.586806621402506,4.917677665629429,4.376504519445172,4.225361146882566,,7.700793578828158,3.4442633586418663,1.1396922630972173,0.67999578,0.490917452,13.13486200920306,5.041598953778307,4.561030194151389,4.326027985483806,,7.016593287361047,3.6534240228255817,1.154709147110676,0.69853318,0.476574759,8.262044475413859,4.8553463748702566,4.429247400629949,4.038300278682634,,6.7547176251433365,3.339622959917236,1.0880504182027908,0.69221723,0.477328568,7.229606855660677,4.437326253,3.9608070936611295,4.017751122,,6.668524199742553,3.2402509504388157,0.8523677548543113,0.70202971,0.473649247,16.41241502482444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,MIL,162,86,76,54,0.5308641975308642,91.92451780651494,0.322231473,0.406754221,194.0,16.11007409807046,-52.62396777258177,17.397801274433732,7.794914701138623,0.254578452,0.098828576,87.37528504842626,0.306854365,0.393248175,145.0,12.620898880964202,-87.87532344170587,20.695107348263264,1.4957236493937671,0.21563745,0.068393094,93.5417438176323,0.31059216,0.397107286,150.0,19.88725260898684,-56.175426125372965,53.8010040326044,-12.122515229741111,0.197361912,0.069744435,91.4869958986146,0.310506096,0.397515527,157.0,22.11459557296832,-65.99062011127828,88.48265971802175,-6.880727119278163,0.195085751,0.067117414,102.38315403433684,0.324983734,0.436566492,202.0,27.80909772990791,29.46760595281813,46.64838561287616,12.086278668604791,0.199228791,0.074871465,4.097374195442181,4.372216982398463,4.421815128489911,,7.372763674800248,3.338136404249985,1.1168952630761229,0.73104292,0.460398332,11.113888550316917,4.277352115361714,4.167740139572628,3.994486838224053,,7.902439392017243,3.2425088616451703,1.1038328039643133,0.72086937,0.461301775,9.900377555,3.667505334041352,3.885510839956819,3.652734635375695,,7.693117249521085,2.6611023551714186,1.0310999844863733,0.73960128,0.455607476,10.91417318994354,3.836645336686001,4.123640023994007,3.935895288927484,,7.018253664669515,2.907116629098661,1.091728348,0.73453453,0.444342226,5.292739497846924,4.222426222664998,3.824330593279956,3.729045649843015,,8.680119595566461,3.2504014177406506,1.046319694472705,0.72071565,0.437888198,14.3023863742128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,CHW,162,81,81,48,0.5,107.74363612187211,0.336138613,0.42225126,190.0,22.01665997179701,58.08192576761255,-46.98538430221379,0.5251726666465402,0.228303747,0.096318211,111.13500211818986,0.325673884,0.45334636,96.0,13.05667093390074,27.714407465231258,7.303457803442143,-3.339334303396754,0.251874724,0.078958976,91.63414315968134,0.314238134,0.413998914,182.0,9.584934597729587,-67.45271898314417,-52.655129589140415,-2.4944603252224624,0.256372062,0.062562065,91.72770399906696,0.301521667,0.401412275,182.0,10.457509863490648,-61.6821714044933,-43.852034298703074,-1.3822223968745675,0.26255971,0.070004941,95.43070527597284,0.31363108,0.417195719,186.0,15.529056286512978,-38.53518005483824,-5.401024164631963,-4.10161704908387,0.2305661,0.066182538,3.7261285581588304,3.738680248,3.845554645153448,,10.184323838823104,3.1104515502702803,1.1672209941220433,0.74350693,0.411637347,27.947871955344453,3.80834979220684,4.324246832003548,4.3584052329813145,,8.93169032,3.705882982,1.212523925,0.75093442,0.442307692,6.565184254199266,4.905616276434941,4.890979888243992,4.8101613899383375,,8.358660460626808,3.707881393357319,1.5162813945344362,0.71297042,0.43162188,13.21717183943838,4.847599998769664,4.730369215342238,4.878942966754298,,7.885178809368226,4.089771058393528,1.227557622,0.69352426,0.407545412,9.842827326618137,4.779601873,5.169363219709496,5.014711173082663,,7.552404018617677,4.000938256300396,1.5320048386466705,0.72427229,0.419475655,4.362200748175383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,CIN,162,77,85,36,0.47530864197530864,96.62940894899084,0.326910621,0.419530823,198.0,13.593501632118551,-8.36215787016355,-65.87895811961381,17.50601961184293,0.24213075,0.089749798,84.91452248277253,0.303508477,0.372304832,156.0,4.064791924785453,-123.74405558615618,-43.165728103369474,-18.85620879428461,0.239210438,0.075610572,98.21922964899365,0.328109696,0.431311082,222.0,18.050763765853343,-30.89117064458665,4.159208812518045,-16.601141795981675,0.231256085,0.089743589,86.65533918091714,0.312116925,0.402823018,90.0,3.9554070144590354,-38.93714118955246,-13.32165993610397,-2.7394365635700524,0.251530852,0.112576542,84.96025592243846,0.314808707,0.421651376,227.0,12.670117726402983,-130.73923962303155,66.5606854450889,-9.42232390260324,0.235409836,0.080655737,4.833488252,4.787694532863187,4.736525930813616,,8.635248740148441,3.8330249657574176,1.388142809784905,0.7179969,0.386819484,14.87011868553236,4.862529761454225,4.592759018912746,4.309361080099512,,8.940984502856015,3.869789615097511,1.3468385425094278,0.71125265,0.406072574,10.704823386389762,4.411108952,4.336429772422153,4.177958221421003,,9.562631641,3.8714853820685806,1.2925866915820543,0.7262278,0.441949476,17.161608387716115,3.892857535562756,3.919593991969904,3.9475330913841535,,10.982143965005024,3.803571812270032,1.1964286921224985,0.72833212,0.431962025,10.096092249674255,4.180807191312586,4.229308627290905,4.1026688952075885,,9.713492157061577,3.3546596624903384,1.339360387636068,0.73702378,0.443460135,19.825670492835343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012,NYY,162,95,67,51,0.5864197530864198,113.00929808902356,0.34338118,0.444182674,222.0,36.93320409900368,101.567474474799,40.17607791349292,6.574475489323959,0.180463051,0.099429115,111.93497172762837,0.349826662,0.435961918,201.0,31.51097321718585,101.49251456876524,-19.77603685855865,12.080615205690265,0.178084339,0.103778021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7337145318382494,3.8667577698159343,3.835809758349609,,7.5414862114154415,3.128914491970236,0.9380572046932464,0.74977467,0.441865808,17.346872615860775,4.055928158324516,4.343153347486757,4.145496850985823,,7.200832453394603,3.369540316146521,1.1169402159078283,0.73982592,0.439383321,16.378370280377567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,DET,162,86,76,45,0.5308641975308642,89.7749339503978,0.304813715,0.381526104,165.0,11.910642156293838,-72.14796150116366,-17.131203714758158,2.450951127335429,0.242269736,0.083552631,80.83889952474763,0.286348122,0.345667534,110.0,3.4691304876785583,-131.7088698364155,-20.951749093132094,-5.049525433219969,0.240715502,0.064735945,92.7738226486264,0.307550335,0.399181547,179.0,11.34518736734091,-46.27070468565754,-45.45671228319407,6.8987986475694925,0.253219601,0.081953503,91.80307592634628,0.303424987,0.396724775,62.0,5.763929501390988,-24.361507621528755,-7.244631694629788,-3.3981743808835745,0.273121387,0.070809248,77.47139781050436,0.293864013,0.38817805,149.0,-0.1062838314624925,-171.17642786490416,-48.60085770767182,3.0141121649648994,0.264116575,0.064745818,4.243124999929528,4.129318239,4.236673561077514,,8.573608455739958,2.970187499950669,1.1668593749806202,0.69814417,0.428882965,14.187103816773742,4.038272222149128,4.158451278985981,4.339342927242422,,7.575722614549775,3.2394931012844648,1.0586993109872909,0.71308825,0.417118604,9.530340143945068,4.317211053,4.598538611750736,4.649179888172998,,7.981451858024435,3.6198641866020274,1.2615638758910743,0.72632424,0.444681861,9.280394217930734,5.630332120163055,5.167722761556986,4.852436656784894,,8.116452797,3.509817426,1.6635072173209025,0.68733596,0.421548821,0.9048845621291548,5.256804350439519,4.839271301,4.753459463251226,,8.591766250180719,3.366364554164376,1.5701327211587572,0.6878453,0.427112349,10.298099252860991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023,LAD,162,100,62,44,0.6172839506172839,119.13644853158551,0.333386735,0.441730003,212.0,37.476429121561566,147.7873030754974,-5.732706698589027,8.958864110987633,0.219945573,0.097166639,105.266692912939,0.329788947,0.429017447,237.0,29.009878465030237,43.99937592058629,35.975461793132126,2.735602909408044,0.225677191,0.098252925,120.22118748360356,0.337802768,0.482859941,118.0,13.814122562199604,58.33381900986209,-1.3310151370242238,-1.5030290524300651,0.203367875,0.098445595,109.75485059959234,0.337616447,0.472055343,279.0,34.72451802978463,89.83539228148769,67.27700182888657,9.19002017503226,0.215889189,0.096640662,111.35884330681222,0.33264757,0.441672648,235.0,34.85597874083935,92.60388846302592,51.31855303538032,4.7039860139884695,0.225857187,0.10176156,2.796738798990988,3.4514296439651457,3.665833007164931,,9.084750201,2.523886233235769,0.9425815907907542,0.78296703,0.425064599,25.16645681392401,3.0309920880878303,3.5433124027996024,3.7544229591461646,,9.911158177612352,3.0123970446026287,0.9979340003724756,0.76541311,0.445278969,27.54686813056469,3.0241341595067226,3.789191690636579,3.9898151204917456,,8.637996466657324,2.4226489123120154,1.102722953190297,0.75763666,0.463000678,8.909814177080989,3.392898514844702,3.726575795687605,3.8668909373158256,,9.456537328530464,2.4403967299433456,1.1517178444885685,0.74714286,0.449064449,25.382223861292005,3.3963417106328104,3.598100984326672,3.518738513294446,,9.542683621436892,2.573170919007264,1.0914634940812802,0.76220723,0.449056603,18.972702901810408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,CHC,162,84,78,38,0.5185185185185185,100.185167702934,0.333175205,0.410384068,167.0,25.55103016034473,-2.7656923424931747,55.95879077157588,-3.922885508858599,0.217930601,0.090438059,101.4713639153504,0.337933247,0.437227074,223.0,26.890268862275835,8.418674345605528,45.47394270822406,-3.184446551837027,0.222982651,0.098997294,105.6801148857546,0.343452002,0.428675268,199.0,34.79450080095303,47.47657898931417,91.28556236124132,3.4771470471750945,0.21136543,0.103551696,95.7359956959924,0.321388033,0.398105991,171.0,25.40794573312748,-15.766058115274731,63.61993373371661,15.125574137084186,0.244838709,0.091451612,90.7815950962816,0.299586435,0.38453159,157.0,15.193557120851924,-59.51827768949241,13.23208637535572,4.0255507891997695,0.242051786,0.072435267,3.645518443580892,4.1351437720428725,4.286440441225479,,8.126214189453728,3.791826876099189,0.9571009960571908,0.76208594,0.449879518,14.118621641770003,3.954859601704583,4.1967921821530165,4.103626394602681,,8.948180765491973,3.444956319723804,1.2063565451740397,0.74220653,0.461866532,16.81075281603262,3.1507195292125107,3.770675514635277,3.7430457336588896,,8.884905756546434,3.0520668629357983,1.0050240376940105,0.77467693,0.4692607,18.83689237351064,3.362682790331318,3.297143035081233,3.3663379844479606,,8.813185115318895,2.50661519352536,0.8252737983597007,0.72726093,0.465838509,22.92551477474626,3.923918308283695,3.508106412743872,3.698493584589556,,8.063098592727153,3.099772456700599,0.70728935,0.69599109,0.440321437,20.495352475671098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,SEA,162,85,77,34,0.5246913580246914,108.441176394451,0.321336346,0.412545454,210.0,26.800577349695786,57.38077088163463,-1.49261714797467,-5.337963412515819,0.258506692,0.088372843,108.18624903483116,0.314660114,0.389581395,197.0,24.44240226241746,58.10410698753364,-18.826360411243517,1.8656683575245552,0.228379924,0.097433382,93.1824828758588,0.302767589,0.384873949,199.0,10.737369797374232,-58.100992850245625,-40.75011334917508,-7.79745610174723,0.248252911,0.089018302,91.64567986938738,0.308539944,0.369621565,60.0,5.009568111485738,-17.09724466618549,-11.472334370017052,5.349266835455637,0.249885373,0.094910591,98.86174415576524,0.315542616,0.424,239.0,16.21648550604224,-4.067925364514801,-53.44858270091936,5.193316144868732,0.255041135,0.094854008,3.738270795,3.881535354252465,3.9525389000240265,,9.060028387811776,2.614305655427524,1.1425943957212932,0.73599053,0.431051587,19.38667540345341,3.588804645279735,3.903723379642275,3.930961260093251,,8.651693694253227,2.7802351411439195,1.156876367455859,0.76138457,0.397629044,12.968841846100986,4.299005228395099,4.257976821578009,4.4680391386679785,,8.298079859460307,3.030548743854103,1.2309651598747593,0.71105128,0.405069344,13.978730763308704,5.034194081,4.9140001427620135,5.105838585727623,,8.169678283770999,4.006452036817334,1.376129177863345,0.69862155,0.403183023,3.220717087388038,4.9960633946026345,4.999558484764992,4.848681227802021,,7.747337354083434,3.1577121580404635,1.6257527942386545,0.68436754,0.434468757,5.4458362348377705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,LAD,162,80,82,41,0.49382716049382713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,TOR,162,89,73,43,0.5493827160493827,117.35095865831218,0.339628732,0.457070248,232.0,36.728456161555485,135.86976351417917,6.5508818700909615,10.971868723165244,0.184721553,0.091478093,106.69936360909358,0.322570123,0.413768246,177.0,21.736109068098838,44.90597489963508,-40.74714382365346,0.0467791659757494,0.18663856,0.081401005,99.11957186605603,0.317818063,0.41069171,185.0,16.96669524961222,-2.799601405854167,-38.36706470232457,3.818315499927849,0.182542262,0.082899869,91.86798372370096,0.309240924,0.406597412,198.0,14.041851042530046,-55.791662674282506,-15.564370453357697,2.4874937096610665,0.205283885,0.077617328,96.7865709691718,0.316717915,0.412844036,186.0,16.310533605322185,-11.641581672112167,-38.41584376245737,12.08961857133545,0.190660225,0.084541062,3.809854606369636,4.093344008763062,4.139376330497528,,6.976405893958825,2.4795283257848286,1.0804997490195851,0.72695941,0.436538902,13.68346063233912,4.004158396808126,3.9680110863692417,3.990073716651558,,7.478171211484335,3.056133355819286,0.941788034,0.7265499,0.429493087,14.228280164301395,4.264463302525924,4.297165814919018,4.042587988846451,,7.487604170714123,3.0991739117194217,1.2086778255705746,0.72289157,0.439637599,9.484427869319916,4.644424504975766,4.656447211917698,4.295166914638247,,7.119372865345402,3.578388813,1.2717618778725586,0.72037702,0.46484375,6.875297356862575,4.325183282237895,4.286812381726975,4.060025017026982,,7.212752149694864,3.3318102316811173,1.1044333916128148,0.71634989,0.443537414,10.694923121947795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017,CHC,162,92,70,38,0.5679012345679012,105.6801148857546,0.343452002,0.428675268,199.0,34.79450080095303,47.47657898931417,91.28556236124132,3.4771470471750945,0.21136543,0.103551696,95.7359956959924,0.321388033,0.398105991,171.0,25.40794573312748,-15.766058115274731,63.61993373371661,15.125574137084186,0.244838709,0.091451612,90.7815950962816,0.299586435,0.38453159,157.0,15.193557120851924,-59.51827768949241,13.23208637535572,4.0255507891997695,0.242051786,0.072435267,90.32534001144948,0.300464037,0.392142597,172.0,14.109336466577275,-78.34209833285547,26.22264747787267,-11.911601186729968,0.20233591,0.072215824,81.35525635360185,0.301603375,0.377933838,137.0,11.217534107164033,-138.89294918378098,64.47100444324315,-6.044778171926737,0.206971677,0.074912016,3.1507195292125107,3.770675514635277,3.7430457336588896,,8.884905756546434,3.0520668629357983,1.0050240376940105,0.77467693,0.4692607,18.83689237351064,3.362682790331318,3.297143035081233,3.3663379844479606,,8.813185115318895,2.50661519352536,0.8252737983597007,0.72726093,0.465838509,22.92551477474626,3.923918308283695,3.508106412743872,3.698493584589556,,8.063098592727153,3.099772456700599,0.70728935,0.69599109,0.440321437,20.495352475671098,3.996547312722724,4.096197009451312,4.127781675534712,,7.359116669150397,3.3563538862679176,0.9944752255608644,0.72807018,0.423593124,11.31324202,4.507427596077907,4.461818313364852,4.390711919614736,,7.181325323,3.6479604697071193,1.1141240527028724,0.71316964,0.432470588,4.409793076338247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,TBR,162,91,71,32,0.5617283950617284,105.5757553947476,0.332851405,0.40301526,160.0,30.82811584950617,78.54099837162528,0.3865925818681717,37.614711369387805,0.206060606,0.107177033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.782848385666248,4.088390576608055,4.001136282270268,,7.361385811059196,2.9594133033526457,1.0834672135705294,0.75153752,0.412746234,16.286031352356076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
